start,end,pose,word,confidence
0.011600,0.116600,22_MBP,bahrain,1.0
0.101500,0.236500,07_Aa,bahrain,1.0
0.331500,0.466500,06_Eh,bahrain,1.0
0.564000,0.674000,05_Ay,is,1.0
0.871500,1.006500,09_Oh,known,1.0
1.100000,1.200000,20_FV,for,1.0
1.196500,1.331500,09_Oh,for,1.0
1.301500,1.436500,03_Ee,its,1.0
1.477500,1.582500,22_MBP,mix,1.0
1.596500,1.731500,03_Ee,mix,1.0
1.846500,1.981500,07_Aa,of,1.0
1.950000,2.050000,20_FV,of,1.0
2.017500,2.122500,22_MBP,modern,1.0
2.116500,2.251500,07_Aa,modern,1.0
2.381500,2.516500,07_Aa,and,1.0
2.971500,3.106500,03_Ee,traditional,1.0
3.049500,3.144500,14_ChJjSh,traditional,1.0
3.401500,3.536500,07_Aa,culture,1.0
3.534500,3.629500,14_ChJjSh,culture,1.0
