start,end,pose,word,confidence,word_index,phrase_index,sentence_index
0.250000,0.510000,07_Aa,a,1.0,0,0,0
0.670000,0.730000,22_MBP,b,1.0,1,1,0
0.730000,1.000000,03_Ee,b,1.0,1,1,0
1.230000,1.530000,03_Ee,c,1.0,2,2,0
1.740000,1.820000,03_Ee,d,1.0,3,3,0
1.820000,2.300000,03_Ee,e,1.0,4,4,0
2.710000,2.820000,09_Oh,though,1.0,5,5,1
2.820000,2.940000,12_Ww-Oo-,we're,1.0,6,5,1
2.940000,3.010000,03_Ee,we're,1.0,6,5,1
3.010000,3.170000,22_MBP,more,1.0,7,5,1
3.170000,3.340000,09_Oh,more,1.0,7,5,1
3.450000,3.510000,22_MBP,about,1.0,8,5,1
3.510000,3.620000,07_Aa,about,1.0,8,5,1
3.790000,3.930000,07_Aa,sandwiches,1.0,9,5,1
4.050000,4.090000,12_Ww-Oo-,sandwiches,1.0,9,5,1
4.180000,4.250000,14_ChJjSh,sandwiches,1.0,9,5,1
4.440000,4.570000,07_Aa,around,1.0,10,5,1
4.690000,4.770000,03_Ee,here,1.0,11,5,1
