start,end,pose,word,confidence
0.170000,0.280000,03_Ee,india's,1.0
0.686500,0.821500,07_Aa,tandoori,1.0
0.886500,1.021500,11_Oo,tandoori,1.0
1.036500,1.171500,03_Ee,tandoori,1.0
1.160000,1.280000,14_ChJjSh,chicken,1.0
1.280000,1.360000,03_Ee,chicken,1.0
1.530000,1.590000,05_Ay,is,1.0
1.750000,1.860000,22_MBP,spicy,1.0
1.860000,1.990000,05_Ay,spicy,1.0
2.120000,2.230000,03_Ee,spicy,1.0
2.230000,2.260000,07_Aa,and,1.0
2.500000,2.570000,03_Ee,delicious,1.0
2.570000,2.670000,14_ChJjSh,delicious,1.0
3.220000,3.350000,12_Ww-Oo-,want,1.0
3.350000,3.450000,07_Aa,want,1.0
3.530000,3.590000,07_Aa,a,1.0
3.710000,3.820000,07_Aa,sandwich,1.0
3.900000,3.930000,12_Ww-Oo-,sandwich,1.0
4.000000,4.200000,14_ChJjSh,sandwich,1.0
