start,end,pose,word,confidence
0.000000,0.060000,14_ChJjSh,georgia,1.0
0.060000,0.190000,09_Oh,georgia,1.0
0.630000,0.700000,07_Aa,has,1.0
0.880000,1.030000,06_Eh,ancient,1.0
1.070000,1.170000,14_ChJjSh,ancient,1.0
1.420000,1.550000,11_Oo,ruins,1.0
1.820000,1.900000,07_Aa,and,1.0
2.180000,2.240000,03_Ee,delicious,1.0
2.240000,2.340000,14_ChJjSh,delicious,1.0
2.530000,2.600000,12_Ww-Oo-,wine,1.0
2.600000,2.850000,05_Ay,wine,1.0
3.800000,3.900000,12_Ww-Oo-,want,1.0
3.900000,3.950000,07_Aa,want,1.0
4.010000,4.050000,07_Aa,a,1.0
4.050000,4.190000,14_ChJjSh,chip,1.0
4.190000,4.310000,03_Ee,chip,1.0
4.310000,4.420000,22_MBP,chip,1.0
