start,end,pose,word,confidence
0.040000,0.170000,05_Ay,ivory,1.0
0.170000,0.250000,20_FV,ivory,1.0
0.340000,0.420000,03_Ee,ivory,1.0
0.570000,0.690000,09_Oh,coast,1.0
0.880000,0.930000,05_Ay,is,1.0
1.110000,1.240000,09_Oh,known,1.0
1.300000,1.400000,20_FV,for,1.0
1.400000,1.430000,09_Oh,for,1.0
1.480000,1.530000,03_Ee,its,1.0
1.750000,1.860000,09_Oh,cocoa,1.0
2.040000,2.090000,07_Aa,and,1.0
2.240000,2.360000,07_Aa,coffee,1.0
2.360000,2.470000,20_FV,coffee,1.0
2.470000,2.640000,03_Ee,coffee,1.0
