start,end,pose,word,confidence,word_index,phrase_index,sentence_index
0.130000,0.280000,22_MBP,marshall,1.0,0,0,0
0.280000,0.360000,07_Aa,marshall,1.0,0,0,0
0.420000,0.530000,14_ChJjSh,marshall,1.0,0,0,0
0.650000,0.800000,05_Ay,islands,1.0,1,0,0
1.920000,2.060000,05_Ay,tiny,1.0,2,1,1
2.110000,2.220000,03_Ee,tiny,1.0,2,1,1
2.220000,2.380000,05_Ay,islands,1.0,3,1,1
2.650000,2.720000,22_MBP,beautiful,1.0,4,2,1
2.780000,2.830000,11_Oo,beautiful,1.0,4,2,1
2.910000,2.980000,20_FV,beautiful,1.0,4,2,1
3.080000,3.170000,22_MBP,but,1.0,5,2,1
3.170000,3.240000,07_Aa,but,1.0,5,2,1
3.360000,3.440000,22_MBP,remote,1.0,6,2,1
3.440000,3.620000,09_Oh,remote,1.0,6,2,1
4.000000,4.130000,12_Ww-Oo-,want,1.0,7,3,2
4.130000,4.200000,07_Aa,want,1.0,7,3,2
4.340000,4.370000,07_Aa,some,1.0,8,3,2
4.370000,4.430000,22_MBP,some,1.0,8,3,2
4.430000,4.550000,14_ChJjSh,chips,1.0,9,3,2
4.550000,4.650000,03_Ee,chips,1.0,9,3,2
4.650000,4.730000,22_MBP,chips,1.0,9,3,2
