start,end,pose,word,confidence
0.012000,0.112000,20_FV,visit,1.0
0.086500,0.221500,03_Ee,visit,1.0
0.561500,0.696500,07_Aa,the,1.0
0.781500,0.916500,07_Aa,canals,1.0
0.991500,1.126500,03_Ee,in,1.0
1.140000,1.240000,20_FV,venice,1.0
1.246500,1.381500,06_Eh,venice,1.0
1.586500,1.721500,09_Oh,or,1.0
1.821500,1.956500,07_Aa,the,1.0
1.926500,2.061500,07_Aa,colosseum,1.0
2.206500,2.341500,03_Ee,colosseum,1.0
2.407500,2.512500,22_MBP,colosseum,1.0
2.516500,2.651500,03_Ee,in,1.0
2.821500,2.956500,09_Oh,rome,1.0
2.972500,3.077500,22_MBP,rome,1.0
6.393800,6.528800,12_Ww-Oo-,want,1.0
6.443800,6.578800,07_Aa,want,1.0
6.671500,6.806500,07_Aa,a,1.0
6.906500,7.041500,07_Aa,sandwich,1.0
7.091500,7.226500,12_Ww-Oo-,sandwich,1.0
7.454500,7.549500,14_ChJjSh,sandwich,1.0
