word_index,word,start,end,speech_region_index,sentence_index
0,because,0.280000,0.650000,0,-1
1,we,0.650000,0.760000,0,-1
2,finished,0.760000,1.140000,0,-1
3,ahead,1.140000,1.370000,0,-1
4,of,1.370000,1.470000,0,-1
5,schedule,1.470000,1.960000,0,-1
6,we,1.960000,2.130000,0,-1
7,cleaned,2.130000,2.490000,0,-1
8,the,2.490000,2.550000,0,-1
9,room,2.550000,2.890000,0,-1
10,filed,2.890000,3.250000,0,-1
11,the,3.250000,3.310000,0,-1
12,notes,3.310000,3.670000,0,-1
13,and,3.670000,3.870000,0,-1
14,went,3.870000,4.020000,0,-1
15,home,4.020000,4.300000,0,-1
