word_index,word,next_word_index,next_word,mark,mark_sequence,pause_class,split_applied,split_reason,direct_word_gap_seconds,phone_gap_seconds,wave_silence_seconds,acoustic_gap_seconds,speech_region_index_before,speech_region_index_after
0,great,1,i'm,!,!,region_break,1,hard_punctuation_with_lull,0.100000,0.100000,0.000000,0.100000,0,1
1,i'm,2,working,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
2,working,3,on,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
3,on,4,a,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
4,a,5,cool,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
5,cool,6,lipsync,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
6,lipsync,7,system,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
7,system,8,want,.,.,region_break,1,hard_punctuation_with_lull,0.140000,0.140000,0.140000,0.140000,1,2
8,want,9,to,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
9,to,10,see,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
10,see,11,how,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
11,how,12,it,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
12,it,13,works,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
