word_index,word,start,end,speech_region_index,sentence_index
0,i,0.480000,0.580000,0,-1
1,checked,0.580000,0.940000,0,-1
2,the,0.940000,1.020000,0,-1
3,lock,1.020000,1.330000,0,-1
4,twice,1.330000,1.910000,0,-1
5,but,2.490000,2.620000,1,-1
6,the,2.620000,2.700000,1,-1
7,gate,2.700000,3.000000,1,-1
8,still,3.000000,3.330000,1,-1
9,swung,3.330000,3.720000,1,-1
10,open,3.750000,4.140000,1,-1
11,when,4.140000,4.280000,1,-1
12,the,4.280000,4.360000,1,-1
13,wind,4.360000,4.660000,1,-1
14,arrived,4.660000,5.270000,1,-1
