EventIndex,PoseID,Viseme,SourceWord,WordIndex,PhraseIndex,StartNorm,EndNorm,TextCenterSec,Strength,Generator
0,22_MBP,MBP,morocco,0,0,0,0.0390476,0.032431,1,SimpleBudgetV1
1,10_Or,OOO,morocco,0,0,0.0674459,0.117143,0.15331,0.22,SimpleBudgetV1
2,09_Oh,OOO,morocco,0,0,0.0567965,0.149091,0.171,0.82,SimpleBudgetV1
3,09_Oh,OOO,morocco,0,0,0.118918,0.172164,0.241759,0.82,SimpleBudgetV1
4,07_Aa,AAA,has,1,0,0.209437,0.235931,0.369901,0.86,SimpleBudgetV1
5,24_Tongue_Th,FVS,the,2,0,0.259307,0.274892,0.44368,0.42,SimpleBudgetV1
6,06_Eh,EEE,the,2,0,0.289697,0.317749,0.504515,0.74,SimpleBudgetV1
7,12_Ww-Oo-,WUH,world's,3,0,0.331169,0.365801,0.578869,1,SimpleBudgetV1
8,09_Oh,OOO,world's,3,0,0.367965,0.424242,0.657969,0.82,SimpleBudgetV1
9,07_Aa,AAA,largest,4,0,0.452171,0.492171,0.784323,0.86,SimpleBudgetV1
10,07_Aa,AAA,largest,4,0,0.487273,0.561558,0.871108,0.86,SimpleBudgetV1
11,22_MBP,MBP,producer,5,0,0.580519,0.627273,1.00313,1,SimpleBudgetV1
12,09_Oh,OOO,producer,5,0,0.618019,0.672565,1.0719,0.82,SimpleBudgetV1
13,24_Tongue_Th,FVS,producer,5,0,0.664286,0.707143,1.13904,0.42,SimpleBudgetV1
14,06_Eh,EEE,producer,5,0,0.646753,0.748052,1.15846,0.74,SimpleBudgetV1
15,06_Eh,EEE,producer,5,0,0.714935,0.773377,1.23612,0.74,SimpleBudgetV1
16,09_Oh,OOO,of,6,0,0.811169,0.837662,1.36944,0.82,SimpleBudgetV1
17,20_FV,FVS,of,6,0,0.828312,0.847013,1.39144,1,SimpleBudgetV1
18,07_Aa,AAA,saffron,7,0,0.867755,0.907755,1.47465,0.86,SimpleBudgetV1
19,20_FV,FVS,saffron,7,0,0.89102,0.925306,1.50855,1,SimpleBudgetV1
20,07_Aa,AAA,saffron,7,0,0.902857,0.977143,1.56144,0.86,SimpleBudgetV1
21,09_Oh,OOO,saffron,7,0,0.946531,0.992245,1.61025,0.82,SimpleBudgetV1
