ArrayIndex,EventIndex,PoseID,SourceWord,WordIndex,PhraseIndex,TextCenterSec,CommittedPlaybackCenterSec,RenderStartSec,RenderEndSec,Strength,CommitLeadSec,CommitHorizonSec,EffectiveSegmentScale
0,0,22_MBP,spain,0,0,0.0549704,0.444352,0.416852,0.471852,1,0.0843519,0.12,1.1075
1,1,05_Ay,spain,0,0,0.106276,0.501173,0.448411,0.553935,0.84,0.101173,0.12,1.1075
2,2,04_Ih,is,1,0,0.259753,0.671149,0.643649,0.698649,0.253359,0.111149,0.12,1.1075
3,3,12_Ww-Oo-,where,2,0,0.340816,0.760926,0.728457,0.793395,1,0.0809263,0.12,1.1075
4,4,06_Eh,where,2,0,0.42144,0.850217,0.797454,0.902979,0.74,0.0902165,0.12,1.1075
5,5,24_Tongue_Th,the,3,0,0.518187,0.957365,0.929865,0.984865,0.42,0.117365,0.12,1.1075
6,6,06_Eh,the,3,0,0.580194,1.02604,0.998537,1.05354,0.74,0.106037,0.12,1.1075
7,7,07_Aa,game,4,0,0.736603,1.19926,1.1465,1.25202,0.86,0.11926,0.12,1.1075
8,8,22_MBP,game,4,0,0.744849,1.20926,1.18176,1.23676,1,0.0892601,0.12,1.1075
9,9,09_Oh,of,5,0,0.89008,1.36924,1.34174,1.39674,0.82,0.0892364,0.12,1.1075
10,10,20_FV,of,5,0,0.912508,1.39408,1.36658,1.42158,1,0.114075,0.12,1.1075
11,11,14_ChJjSh,chess,6,0,0.967479,1.45495,1.42745,1.48245,0.67891,0.094955,0.12,1.1075
12,12,06_Eh,chess,6,0,1.05177,1.5483,1.49554,1.60107,0.74,0.108304,0.12,1.1075
13,13,07_Aa,originated,7,0,1.2092,1.84574,1.77449,1.91698,0.94,0.101811,0.12,1.2258
14,14,24_Tongue_Th,originated,7,0,1.36121,1.98574,1.92545,2.04602,0.42,0.10574,0.12,1.2258
15,15,07_Aa,originated,7,0,1.38804,2.08441,1.99691,2.17192,0.86,-0.70246,0.15,1.25538
16,16,07_Aa,originated,7,0,1.49534,2.22442,2.14022,2.30861,0.86,-0.56246,0.15,1.25538
