EventIndex,PoseID,Viseme,SourceWord,WordIndex,PhraseIndex,StartNorm,EndNorm,TextCenterSec,Strength,Generator
0,06_Eh,EEE,tehran,0,0,0.012748,0.0451975,0.0641599,0.74,SimpleBudgetV1
1,07_Aa,AAA,tehran,0,0,0.0370852,0.0973486,0.148851,0.86,SimpleBudgetV1
2,07_Aa,AAA,has,1,0,0.141809,0.163301,0.337831,0.86,SimpleBudgetV1
3,22_MBP,MBP,beautiful,2,0,0.175944,0.213872,0.431621,1,SimpleBudgetV1
4,03_Ee,EEE,beautiful,2,0,0.200878,0.245127,0.493836,0.86,SimpleBudgetV1
5,03_Ee,EEE,beautiful,2,0,0.229675,0.311852,0.599603,0.86,SimpleBudgetV1
6,20_FV,FVS,beautiful,2,0,0.274276,0.312204,0.649375,1,SimpleBudgetV1
7,22_MBP,MBP,mosques,3,0,0.33482,0.362634,0.772251,1,SimpleBudgetV1
8,11_Oo,OOO,mosques,3,0,0.374223,0.434486,0.895438,0.94,SimpleBudgetV1
9,07_Aa,AAA,and,4,0,0.478946,0.500439,1.08442,0.86,SimpleBudgetV1
10,22_MBP,MBP,bazaars,5,0,0.513925,0.541738,1.16888,1,SimpleBudgetV1
11,07_Aa,AAA,bazaars,5,0,0.553328,0.613591,1.29206,0.86,SimpleBudgetV1
12,06_Eh,EEE,enjoy,6,1,0.675786,0.708235,1.53245,0.74,SimpleBudgetV1
13,03_Ee,EEE,enjoy,6,1,0.717507,0.77777,1.65564,0.86,SimpleBudgetV1
14,03_Ee,EEE,enjoy,6,1,0.754592,0.791677,1.7121,0.86,SimpleBudgetV1
15,10_Or,OOO,your,7,1,0.821774,0.876207,1.88008,0.36,SimpleBudgetV1
16,20_FV,FVS,visit,8,1,0.884109,0.911923,1.98864,1,SimpleBudgetV1
17,04_Ih,EEE,visit,8,1,0.902651,0.935101,2.03484,0.68,SimpleBudgetV1
18,04_Ih,EEE,visit,8,1,0.921194,0.981457,2.1067,0.284014,SimpleBudgetV1
