index,pose,word,word_index,phrase_index,sentence_index,text_center_norm,strength,source_phone,source_phone_index,generator
0,22_MBP,mauritania,0,0,0,0.017544,1.000000,M,0,cmu_bilabial
1,09_Oh,mauritania,0,0,0,0.052632,0.920000,AO,1,cmu_oh_vowel
2,06_Eh,mauritania,0,0,0,0.192982,0.920000,EY,5,cmu_eh_vowel
3,03_Ee,mauritania,0,0,0,0.263158,0.500000,IY,7,cmu_front_vowel
4,06_Eh,desert,1,1,1,0.363158,0.920000,EH,1,cmu_eh_vowel
5,07_Aa,and,2,1,1,0.491228,0.500000,AH,0,cmu_open_vowel
6,09_Oh,coast,3,1,1,0.618421,0.920000,OW,1,cmu_oh_vowel
7,12_Ww-Oo-,want,4,2,2,0.697368,0.880000,W,0,cmu_w
8,07_Aa,want,4,2,2,0.723684,0.920000,AA,1,cmu_open_vowel
9,07_Aa,some,5,2,2,0.842105,0.920000,AH,1,cmu_open_vowel
10,22_MBP,some,5,2,2,0.877193,1.000000,M,2,cmu_bilabial
11,14_ChJjSh,chips,6,2,2,0.907895,0.820000,CH,0,cmu_affricate_sibilant
12,03_Ee,chips,6,2,2,0.934211,0.920000,IH,1,cmu_front_vowel
13,22_MBP,chips,6,2,2,0.960526,1.000000,P,2,cmu_bilabial
