index,start,center,end,pose,word,word_index,phrase_index,sentence_index,strength,reason,alignment_reason,source_phone_class,mapped_to_observed_speech
0,0.000000,0.050000,0.102500,22_MBP,mauritania,0,0,0,1.000000,streaming_forced_alignment,streaming_forced_alignment_viterbi,bilabial,1
1,0.101500,0.169000,0.236500,09_Oh,mauritania,0,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_round,1
2,0.566500,0.634000,0.701500,06_Eh,mauritania,0,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
3,0.756500,0.824000,0.891500,03_Ee,mauritania,0,0,0,0.580000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
4,1.981500,2.049000,2.116500,06_Eh,desert,1,1,1,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
5,2.226500,2.294000,2.361500,07_Aa,and,2,1,1,0.580000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
6,2.551500,2.619000,2.686500,09_Oh,coast,3,1,1,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_round,1
7,3.033800,3.101300,3.168800,12_Ww-Oo-,want,4,2,2,0.880000,streaming_forced_alignment,streaming_forced_alignment_viterbi,glide,1
8,3.083800,3.151300,3.218800,07_Aa,want,4,2,2,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
9,3.281500,3.349000,3.416500,07_Aa,some,5,2,2,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
10,3.346500,3.399000,3.451500,22_MBP,some,5,2,2,1.000000,streaming_forced_alignment,streaming_forced_alignment_viterbi,bilabial,1
11,3.401500,3.449000,3.496500,14_ChJjSh,chips,6,2,2,0.820000,streaming_forced_alignment,streaming_forced_alignment_viterbi,sibilant,1
12,3.506500,3.574000,3.641500,03_Ee,chips,6,2,2,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
13,3.602500,3.655000,3.707500,22_MBP,chips,6,2,2,1.000000,streaming_forced_alignment,streaming_forced_alignment_viterbi,bilabial,1
