EventIndex,PoseID,Viseme,SourceWord,WordIndex,PhraseIndex,StartNorm,EndNorm,TextCenterSec,Strength,Generator
0,07_Aa,AAA,alright,0,0,0.00169448,0.0254172,0.0434115,0.86,SimpleBudgetV1
1,04_Ih,EEE,alright,0,0,0.0288062,0.0559178,0.135661,0.72,SimpleBudgetV1
2,06_Eh,EEE,let's,1,1,0.140565,0.173941,0.50359,0.74,SimpleBudgetV1
3,03_Ee,EEE,keep,2,1,0.20475,0.238126,0.709137,0.86,SimpleBudgetV1
4,22_MBP,MBP,keep,2,1,0.23267,0.248074,0.769774,1,SimpleBudgetV1
5,04_Ih,EEE,it,3,1,0.267343,0.283055,0.881304,0.231305,SimpleBudgetV1
6,06_Eh,EEE,serious,4,1,0.300902,0.324625,1.0016,0.74,SimpleBudgetV1
7,09_Oh,OOO,serious,4,1,0.32172,0.365777,1.10083,0.82,SimpleBudgetV1
8,12_Ww-Oo-,WUH,what,5,2,0.413248,0.42896,1.34855,1,SimpleBudgetV1
9,07_Aa,AAA,what,5,2,0.432195,0.45068,1.41367,0.86,SimpleBudgetV1
10,04_Ih,EEE,kind,6,2,0.481386,0.514763,1.59505,0.605249,SimpleBudgetV1
11,09_Oh,OOO,of,7,2,0.543979,0.559692,1.76721,0.82,SimpleBudgetV1
12,20_FV,FVS,of,7,2,0.554146,0.565237,1.79237,1,SimpleBudgetV1
13,07_Aa,AAA,sandwich,8,2,0.575995,0.600693,1.88413,0.86,SimpleBudgetV1
14,07_Aa,AAA,sandwich,8,2,0.601643,0.65104,2.00581,0.86,SimpleBudgetV1
15,14_ChJjSh,FVS,sandwich,8,2,0.638216,0.661014,2.08034,0.728882,SimpleBudgetV1
16,07_Aa,AAA,are,9,2,0.693607,0.716303,2.25756,0.86,SimpleBudgetV1
17,11_Oo,OOO,you,10,2,0.745828,0.792041,2.46245,1,SimpleBudgetV1
18,04_Ih,EEE,in,11,2,0.816123,0.831836,2.63873,0.22,SimpleBudgetV1
19,24_Tongue_Th,FVS,the,12,2,0.845321,0.855321,2.72309,0.42,SimpleBudgetV1
20,06_Eh,EEE,the,12,2,0.863723,0.880359,2.79264,0.74,SimpleBudgetV1
21,22_MBP,MBP,mood,13,2,0.888318,0.903723,2.86944,1,SimpleBudgetV1
22,11_Oo,OOO,mood,13,2,0.910141,0.943517,2.9681,0.94,SimpleBudgetV1
23,20_FV,FVS,for,14,2,0.953787,0.964878,3.07219,1,SimpleBudgetV1
24,10_Or,OOO,for,14,2,0.972734,0.988447,3.14027,0.270355,SimpleBudgetV1
