index,pose,word,word_index,phrase_index,sentence_index,text_center_norm,strength,source_phone,source_phone_index,generator
0,14_ChJjSh,jamaica's,0,0,0,0.016234,0.820000,JH,0,cmu_affricate_sibilant
1,22_MBP,jamaica's,0,0,0,0.081169,1.000000,M,2,cmu_bilabial
2,06_Eh,jamaica's,0,0,0,0.113636,0.920000,EY,3,cmu_eh_vowel
3,14_ChJjSh,jerk,1,0,0,0.242424,0.820000,JH,0,cmu_affricate_sibilant
4,06_Eh,jerk,1,0,0,0.272727,0.920000,ER,1,cmu_eh_vowel
5,14_ChJjSh,chicken,2,0,0,0.331818,0.820000,CH,0,cmu_affricate_sibilant
6,03_Ee,chicken,2,0,0,0.359091,0.920000,IH,1,cmu_front_vowel
7,07_Aa,sounds,3,0,0,0.481818,0.920000,AW,1,cmu_open_vowel
8,11_Oo,good,4,0,0,0.590909,0.920000,UH,1,cmu_oo_vowel
9,12_Ww-Oo-,want,5,1,1,0.647727,0.880000,W,0,cmu_w
10,07_Aa,want,5,1,1,0.670455,0.920000,AA,1,cmu_open_vowel
11,07_Aa,a,6,1,1,0.772727,0.500000,AH,0,cmu_open_vowel
12,07_Aa,sandwich,7,1,1,0.857143,0.920000,AE,1,cmu_open_vowel
13,12_Ww-Oo-,sandwich,7,1,1,0.935065,0.880000,W,4,cmu_w
14,14_ChJjSh,sandwich,7,1,1,0.986234,0.820000,CH,6,cmu_affricate_sibilant
