start,end,phone,word,confidence,word_index,speech_region_index,phone_index,phrase_index,sentence_index,alignment_reason
0.230000,0.370000,AY1,ice,1.0,0,0,0,0,-1,mfa_textgrid_phone
0.370000,0.470000,S,ice,1.0,0,0,1,0,-1,mfa_textgrid_phone
0.470000,0.550000,K,cream,1.0,1,0,0,0,-1,mfa_textgrid_phone
0.550000,0.610000,R,cream,1.0,1,0,1,0,-1,mfa_textgrid_phone
0.610000,0.730000,IY1,cream,1.0,1,0,2,0,-1,mfa_textgrid_phone
0.730000,0.880000,M,cream,1.0,1,0,3,0,-1,mfa_textgrid_phone
1.870000,2.170000,OW1,oh,1.0,2,1,0,1,-1,mfa_textgrid_phone
2.170000,2.310000,D,definitely,1.0,3,1,0,1,-1,mfa_textgrid_phone
2.310000,2.410000,EH1,definitely,1.0,3,1,1,1,-1,mfa_textgrid_phone
2.410000,2.490000,F,definitely,1.0,3,1,2,1,-1,mfa_textgrid_phone
2.490000,2.520000,AH0,definitely,1.0,3,1,3,1,-1,mfa_textgrid_phone
2.520000,2.550000,N,definitely,1.0,3,1,4,1,-1,mfa_textgrid_phone
2.550000,2.600000,AH0,definitely,1.0,3,1,5,1,-1,mfa_textgrid_phone
2.600000,2.660000,T,definitely,1.0,3,1,6,1,-1,mfa_textgrid_phone
2.660000,2.720000,L,definitely,1.0,3,1,7,1,-1,mfa_textgrid_phone
2.720000,2.900000,IY0,definitely,1.0,3,1,8,1,-1,mfa_textgrid_phone
3.390000,3.480000,N,nothing,1.0,4,2,0,2,-1,mfa_textgrid_phone
3.480000,3.570000,AH1,nothing,1.0,4,2,1,2,-1,mfa_textgrid_phone
3.570000,3.650000,TH,nothing,1.0,4,2,2,2,-1,mfa_textgrid_phone
3.650000,3.700000,IH0,nothing,1.0,4,2,3,2,-1,mfa_textgrid_phone
3.700000,3.770000,NG,nothing,1.0,4,2,4,2,-1,mfa_textgrid_phone
3.770000,3.810000,L,like,1.0,5,2,0,2,-1,mfa_textgrid_phone
3.810000,3.880000,AY1,like,1.0,5,2,1,2,-1,mfa_textgrid_phone
3.880000,3.930000,K,like,1.0,5,2,2,2,-1,mfa_textgrid_phone
3.930000,3.990000,AH0,a,1.0,6,2,0,2,-1,mfa_textgrid_phone
3.990000,4.080000,G,good,1.0,7,2,0,2,-1,mfa_textgrid_phone
4.080000,4.160000,UH1,good,1.0,7,2,1,2,-1,mfa_textgrid_phone
4.160000,4.230000,D,good,1.0,7,2,2,2,-1,mfa_textgrid_phone
4.230000,4.330000,S,scoop,1.0,8,2,0,2,-1,mfa_textgrid_phone
4.330000,4.390000,K,scoop,1.0,8,2,1,2,-1,mfa_textgrid_phone
4.390000,4.510000,UW1,scoop,1.0,8,2,2,2,-1,mfa_textgrid_phone
4.510000,4.570000,P,scoop,1.0,8,2,3,2,-1,mfa_textgrid_phone
4.570000,4.650000,AA1,on,1.0,9,2,0,2,-1,mfa_textgrid_phone
4.650000,4.690000,N,on,1.0,9,2,1,2,-1,mfa_textgrid_phone
4.690000,4.750000,AH0,a,1.0,10,2,0,2,-1,mfa_textgrid_phone
4.750000,4.830000,HH,hot,1.0,11,2,0,2,-1,mfa_textgrid_phone
4.830000,4.950000,AA1,hot,1.0,11,2,1,2,-1,mfa_textgrid_phone
4.950000,5.050000,T,hot,1.0,11,2,2,2,-1,mfa_textgrid_phone
5.050000,5.100000,D,day,1.0,12,2,0,2,-1,mfa_textgrid_phone
5.100000,5.360000,EY1,day,1.0,12,2,1,2,-1,mfa_textgrid_phone
