word_index,word,next_word_index,next_word,mark,mark_sequence,pause_class,split_applied,split_reason,direct_word_gap_seconds,phone_gap_seconds,wave_silence_seconds,acoustic_gap_seconds,speech_region_index_before,speech_region_index_after
0,ice,1,cream,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
1,cream,2,oh,?,?,region_break,1,hard_punctuation_with_lull,0.990000,0.990000,0.990000,0.990000,0,1
2,oh,3,definitely,",",",",none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
3,definitely,4,nothing,.,.,region_break,1,hard_punctuation_with_lull,0.490000,0.490000,0.490000,0.490000,1,2
4,nothing,5,like,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
5,like,6,a,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
6,a,7,good,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
7,good,8,scoop,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
8,scoop,9,on,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
9,on,10,a,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
10,a,11,hot,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
11,hot,12,day,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
