EventIndex,PoseID,Viseme,SourceWord,WordIndex,PhraseIndex,StartNorm,EndNorm,TextCenterSec,Strength,Generator
0,03_Ee,EEE,germany,0,0,0.00616078,0.0381968,0.0578863,0.86,SimpleBudgetV1
1,22_MBP,MBP,germany,0,0,0.0468219,0.0763937,0.160795,1,SimpleBudgetV1
2,10_Or,OOO,germany,0,0,0.0468219,0.0813223,0.167227,0.22,SimpleBudgetV1
3,03_Ee,EEE,germany,0,0,0.039429,0.103501,0.186523,0.86,SimpleBudgetV1
4,03_Ee,EEE,germany,0,0,0.0936439,0.133073,0.295863,0.86,SimpleBudgetV1
5,04_Ih,EEE,is,1,0,0.145394,0.163787,0.403479,0.301137,SimpleBudgetV1
6,06_Eh,EEE,home,2,0,0.201352,0.240421,0.57651,0.74,SimpleBudgetV1
7,22_MBP,MBP,home,2,0,0.215252,0.233283,0.585334,1,SimpleBudgetV1
8,11_Oo,OOO,to,3,0,0.275702,0.296258,0.746404,0.94,SimpleBudgetV1
9,24_Tongue_Th,FVS,the,4,0,0.309241,0.32006,0.821232,0.42,SimpleBudgetV1
10,06_Eh,EEE,the,4,0,0.330338,0.349812,0.88759,0.74,SimpleBudgetV1
11,09_Oh,OOO,oktoberfest,5,0,0.351074,0.395672,0.974498,0.82,SimpleBudgetV1
12,22_MBP,MBP,oktoberfest,5,0,0.406677,0.444904,1.11131,1,SimpleBudgetV1
13,06_Eh,EEE,oktoberfest,5,0,0.4116,0.494425,1.18236,0.74,SimpleBudgetV1
14,20_FV,FVS,oktoberfest,5,0,0.450117,0.488344,1.22468,1,SimpleBudgetV1
15,24_Tongue_Th,FVS,the,6,1,0.563937,0.574756,1.48598,0.42,SimpleBudgetV1
16,06_Eh,EEE,the,6,1,0.585034,0.604508,1.55234,0.74,SimpleBudgetV1
17,12_Ww-Oo-,WUH,world's,7,1,0.613824,0.637866,1.63344,1,SimpleBudgetV1
18,09_Oh,OOO,world's,7,1,0.639369,0.678437,1.71973,0.82,SimpleBudgetV1
19,07_Aa,AAA,largest,8,1,0.697825,0.725594,1.85755,0.86,SimpleBudgetV1
20,07_Aa,AAA,largest,8,1,0.722194,0.773764,1.95221,0.86,SimpleBudgetV1
21,22_MBP,MBP,beer,9,1,0.788129,0.806161,2.08053,1,SimpleBudgetV1
22,03_Ee,EEE,beer,9,1,0.813674,0.852742,2.17466,0.86,SimpleBudgetV1
23,20_FV,FVS,festival,10,1,0.864763,0.89722,2.29937,1,SimpleBudgetV1
24,07_Aa,AAA,festival,10,1,0.908039,0.978362,2.46174,0.86,SimpleBudgetV1
25,07_Aa,AAA,festival,10,1,0.953005,0.996281,2.5438,0.86,SimpleBudgetV1
