ArrayIndex,EventIndex,PoseID,SourceWord,WordIndex,PhraseIndex,TextCenterSec,CommittedPlaybackCenterSec,RenderStartSec,RenderEndSec,Strength,CommitLeadSec,CommitHorizonSec,EffectiveSegmentScale
0,0,03_Ee,germany,0,0,0.0578863,0.411807,0.37,0.453614,0.86,0.0518068,0.09,1
1,1,22_MBP,germany,0,0,0.160795,0.514716,0.476125,0.553307,1,0.0747159,0.09,1
2,2,10_Or,germany,0,0,0.167227,0.524716,0.479693,0.569738,0.22,0.0847158,0.09,1
3,3,03_Ee,germany,0,0,0.186523,0.540443,0.456829,0.624057,0.86,0.0604431,0.09,1
4,4,03_Ee,germany,0,0,0.295863,0.649784,0.598329,0.701238,0.86,0.0897838,0.09,1
5,5,04_Ih,is,1,0,0.403479,0.757399,0.729899,0.784899,0.301137,0.077399,0.09,1
6,6,06_Eh,home,2,0,0.57651,0.93043,0.879447,0.981414,0.74,0.0504303,0.09,1
7,7,22_MBP,home,2,0,0.585334,0.94043,0.91293,0.96793,1,0.0604303,0.09,1
8,8,11_Oo,to,3,0,0.746404,1.10032,1.07282,1.12782,0.94,0.0603243,0.09,1
9,9,24_Tongue_Th,the,4,0,0.821232,1.17515,1.14765,1.20265,0.42,0.0551529,0.09,1
10,10,06_Eh,the,4,0,0.88759,1.24151,1.21401,1.26901,0.74,0.0815104,0.09,1
11,11,09_Oh,oktoberfest,5,0,0.974498,1.46842,1.40124,1.53559,0.82,0.07621,0.09,1.1542
12,12,22_MBP,oktoberfest,5,0,1.11131,1.60842,1.54646,1.67038,1,0.0884187,0.09,1.24209
13,13,06_Eh,oktoberfest,5,0,1.18236,1.74447,1.65697,1.83197,0.74,0.0684189,0.09,1.29303
14,14,20_FV,oktoberfest,5,0,1.22468,1.8518,1.78672,1.91687,1,0.0646845,0.09,1.3045
15,15,24_Tongue_Th,the,6,1,1.78598,2.05354,2.02604,2.08104,0.42,0.0535375,0.09,1
16,16,06_Eh,the,6,1,1.85234,2.11989,2.09239,2.14739,0.74,0.0798948,0.09,1
17,17,12_Ww-Oo-,world's,7,1,1.93344,2.201,2.16962,2.23237,1,0.0809987,0.09,1
18,18,09_Oh,world's,7,1,2.01973,2.341,2.29001,2.39198,0.82,0.0609989,0.09,1
19,19,07_Aa,largest,8,1,2.15755,2.61882,2.58258,2.65506,0.86,0.0588238,0.09,1
20,20,07_Aa,largest,8,1,2.25221,2.75882,2.69126,2.82638,0.86,0.078824,0.09,1.00387
21,21,22_MBP,beer,9,1,2.38053,3.02715,2.99965,3.05465,1,0.0713823,0.09,1.03301
22,22,03_Ee,beer,9,1,2.47466,3.16484,3.11207,3.21762,0.86,0.0848451,0.09,1.03509
23,23,20_FV,festival,10,1,2.59937,3.36919,3.32412,3.41427,1,0.089195,0.09,1.06422
24,24,07_Aa,festival,10,1,2.76174,3.50919,3.42169,3.59669,0.86,0.0691953,0.09,1.08295
25,25,07_Aa,festival,10,1,2.8438,3.64919,3.58158,3.71681,0.86,0.0891955,0.09,1.19725
