index,start,center,end,pose,word,word_index,phrase_index,sentence_index,strength,reason,alignment_reason,source_phone_class,mapped_to_observed_speech
0,0.046500,0.114000,0.181500,03_Ee,guinea's,0,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
1,0.476500,0.544000,0.611500,06_Eh,pelele,1,0,0,0.580000,streaming_forced_alignment,streaming_forced_alignment_viterbi,unknown,1
2,0.694000,0.749000,0.804000,05_Ay,is,2,0,0,0.940000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
3,1.066500,1.134000,1.201500,06_Eh,tasty,3,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
4,1.496500,1.564000,1.631500,03_Ee,tasty,3,0,0,0.580000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
5,2.233800,2.301300,2.368800,12_Ww-Oo-,want,4,1,1,0.880000,streaming_forced_alignment,streaming_forced_alignment_viterbi,glide,1
6,2.283800,2.351300,2.418800,07_Aa,want,4,1,1,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
7,2.396500,2.464000,2.531500,07_Aa,a,5,1,1,0.580000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
8,2.636500,2.704000,2.771500,07_Aa,sandwich,6,1,1,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
9,2.846500,2.914000,2.981500,12_Ww-Oo-,sandwich,6,1,1,0.880000,streaming_forced_alignment,streaming_forced_alignment_viterbi,glide,1
10,3.074500,3.122000,3.169500,14_ChJjSh,sandwich,6,1,1,0.820000,streaming_forced_alignment,streaming_forced_alignment_viterbi,sibilant,1
