index,pose,word,word_index,phrase_index,sentence_index,text_center_norm,strength,source_phone,source_phone_index,generator
0,03_Ee,guinea's,0,0,0,0.045000,0.920000,IH,1,cmu_front_vowel
1,06_Eh,pelele,1,0,0,0.250000,0.280000,,-1,cmu_miss_conservative_single_vowel
2,05_Ay,is,2,0,0,0.375000,0.940000,AY,0,cmu_ay
3,06_Eh,tasty,3,0,0,0.495000,0.920000,EY,1,cmu_eh_vowel
4,03_Ee,tasty,3,0,0,0.585000,0.500000,IY,4,cmu_front_vowel
5,12_Ww-Oo-,want,4,1,1,0.612500,0.880000,W,0,cmu_w
6,07_Aa,want,4,1,1,0.637500,0.920000,AA,1,cmu_open_vowel
7,07_Aa,a,5,1,1,0.750000,0.500000,AH,0,cmu_open_vowel
8,07_Aa,sandwich,6,1,1,0.842857,0.920000,AE,1,cmu_open_vowel
9,12_Ww-Oo-,sandwich,6,1,1,0.928571,0.880000,W,4,cmu_w
10,14_ChJjSh,sandwich,6,1,1,0.984857,0.820000,CH,6,cmu_affricate_sibilant
