index,pose,word,word_index,phrase_index,sentence_index,text_center_norm,strength,source_phone,source_phone_index,generator
0,05_Ay,liberia,0,0,0,0.042857,0.940000,AY,1,cmu_ay
1,22_MBP,liberia,0,0,0,0.071429,1.000000,B,2,cmu_bilabial
2,03_Ee,liberia,0,0,0,0.100000,0.920000,IH,3,cmu_front_vowel
3,03_Ee,interesting,1,1,1,0.211111,0.920000,IH,0,cmu_front_vowel
4,09_Oh,known,2,2,2,0.433333,0.920000,OW,1,cmu_oh_vowel
5,20_FV,for,3,2,2,0.477778,0.960000,F,0,cmu_fv
6,09_Oh,for,3,2,2,0.500000,0.920000,AO,1,cmu_oh_vowel
7,07_Aa,rubber,4,2,2,0.570833,0.920000,AH,1,cmu_open_vowel
8,22_MBP,rubber,4,2,2,0.595833,1.000000,B,2,cmu_bilabial
9,07_Aa,and,5,2,2,0.644444,0.500000,AH,0,cmu_open_vowel
10,07_Aa,coffee,6,2,2,0.737500,0.920000,AA,1,cmu_open_vowel
11,20_FV,coffee,6,2,2,0.762500,0.960000,F,2,cmu_fv
12,03_Ee,coffee,6,2,2,0.787500,0.500000,IY,3,cmu_front_vowel
13,12_Ww-Oo-,want,7,3,3,0.808333,0.880000,W,0,cmu_w
14,07_Aa,want,7,3,3,0.825000,0.920000,AA,1,cmu_open_vowel
15,07_Aa,some,8,3,3,0.900000,0.920000,AH,1,cmu_open_vowel
16,22_MBP,some,8,3,3,0.922222,1.000000,M,2,cmu_bilabial
17,14_ChJjSh,chips,9,3,3,0.941667,0.820000,CH,0,cmu_affricate_sibilant
18,03_Ee,chips,9,3,3,0.958333,0.920000,IH,1,cmu_front_vowel
19,22_MBP,chips,9,3,3,0.975000,1.000000,P,2,cmu_bilabial
