EventIndex,PoseID,Viseme,SourceWord,WordIndex,PhraseIndex,StartNorm,EndNorm,TextCenterSec,Strength,Generator
0,14_ChJjSh,FVS,jakarta's,0,0,0,0.0332563,0.0729269,0.9,SimpleBudgetV1
1,07_Aa,AAA,jakarta's,0,0,0.0443418,0.116397,0.35248,0.94,SimpleBudgetV1
2,07_Aa,AAA,jakarta's,0,0,0.0928406,0.134411,0.498334,0.86,SimpleBudgetV1
3,04_Ih,EEE,city,1,0,0.162448,0.190901,0.774849,0.681653,SimpleBudgetV1
4,03_Ee,EEE,city,1,0,0.171085,0.223926,0.86621,0.86,SimpleBudgetV1
5,03_Ee,EEE,city,1,0,0.211224,0.243741,0.997681,0.94,SimpleBudgetV1
6,06_Eh,EEE,center,2,0,0.251363,0.279815,1.16481,0.82,SimpleBudgetV1
7,06_Eh,EEE,center,2,0,0.272702,0.325543,1.31187,0.74,SimpleBudgetV1
8,04_Ih,EEE,is,3,0,0.364527,0.383372,1.64005,0.54,SimpleBudgetV1
9,09_Oh,OOO,so,4,0,0.419954,0.438799,1.88314,0.82,SimpleBudgetV1
10,06_Eh,EEE,dense,5,0,0.47729,0.517321,2.18106,0.74,SimpleBudgetV1
11,04_Ih,EEE,it,6,1,0.594704,0.613549,2.64954,0.54,SimpleBudgetV1
12,07_Aa,AAA,has,7,1,0.650131,0.668976,2.89263,0.86,SimpleBudgetV1
13,04_Ih,EEE,its,8,1,0.707467,0.747498,3.19055,0.64,SimpleBudgetV1
14,09_Oh,OOO,own,9,1,0.78445,0.82448,3.52818,0.82,SimpleBudgetV1
15,22_MBP,MBP,microclimate,10,1,0.833533,0.872702,3.74156,1,SimpleBudgetV1
16,07_Aa,AAA,microclimate,10,1,0.889022,0.973888,4.08512,0.86,SimpleBudgetV1
17,22_MBP,MBP,microclimate,10,1,0.932815,0.971984,4.17698,1,SimpleBudgetV1
