EventIndex,PoseID,Viseme,SourceWord,WordIndex,PhraseIndex,StartNorm,EndNorm,TextCenterSec,Strength,Generator
0,09_Oh,OOO,hong,0,0,0.0336488,0.0883281,0.170736,0.82,SimpleBudgetV1
1,18_Uh,AAA,zhu,1,0,0.138801,0.193481,0.465108,0.57,SimpleBudgetV1
2,09_Oh,OOO,sounds,2,0,0.243954,0.298633,0.759481,0.82,SimpleBudgetV1
3,06_Eh,EEE,exotic,3,0,0.32408,0.368917,0.970016,0.84,SimpleBudgetV1
4,24_Tongue_Th,FVS,exotic,3,0,0.386162,0.424101,1.13416,0.42,SimpleBudgetV1
5,06_Eh,EEE,exotic,3,0,0.370641,0.460315,1.16312,0.74,SimpleBudgetV1
6,06_Eh,EEE,exotic,3,0,0.430999,0.482734,1.27899,0.753948,SimpleBudgetV1
7,06_Eh,EEE,enjoy,4,1,0.540189,0.579054,1.56665,0.84,SimpleBudgetV1
8,03_Ee,EEE,enjoy,4,1,0.590158,0.662334,1.75316,0.86,SimpleBudgetV1
9,03_Ee,EEE,enjoy,4,1,0.634574,0.678991,1.83865,0.86,SimpleBudgetV1
10,10_Or,OOO,your,5,1,0.715037,0.780231,2.09299,0.75,SimpleBudgetV1
11,06_Eh,EEE,time,6,1,0.823344,0.878023,2.38147,0.74,SimpleBudgetV1
12,22_MBP,MBP,time,6,1,0.842797,0.868034,2.39472,1,SimpleBudgetV1
13,24_Tongue_Th,FVS,there,7,1,0.899054,0.92429,2.55221,0.42,SimpleBudgetV1
14,06_Eh,EEE,there,7,1,0.931651,0.988433,2.68762,0.74,SimpleBudgetV1
