index,pose,word,word_index,phrase_index,sentence_index,text_center_norm,strength,source_phone,source_phone_index,generator
0,22_MBP,mongolia,0,0,0,0.014423,1.000000,M,0,cmu_bilabial
1,07_Aa,mongolia,0,0,0,0.043269,0.500000,AA,1,cmu_open_vowel
2,09_Oh,mongolia,0,0,0,0.129808,0.920000,OW,4,cmu_oh_vowel
3,03_Ee,mongolia,0,0,0,0.187500,0.500000,IY,6,cmu_front_vowel
4,20_FV,vast,1,1,1,0.240385,0.960000,V,0,cmu_fv
5,07_Aa,vast,1,1,1,0.259615,0.920000,AE,1,cmu_open_vowel
6,06_Eh,steppes,2,1,1,0.346154,0.920000,EH,2,cmu_eh_vowel
7,22_MBP,steppes,2,1,1,0.361538,1.000000,P,3,cmu_bilabial
8,07_Aa,and,3,1,1,0.397436,0.500000,AH,0,cmu_open_vowel
9,09_Oh,nomadic,4,1,1,0.502747,0.500000,OW,1,cmu_oh_vowel
10,22_MBP,nomadic,4,1,1,0.530220,1.000000,M,2,cmu_bilabial
11,07_Aa,nomadic,4,1,1,0.557692,0.920000,AE,3,cmu_open_vowel
12,07_Aa,culture,5,1,1,0.688462,0.920000,AH,1,cmu_open_vowel
13,14_ChJjSh,culture,5,1,1,0.734615,0.820000,CH,3,cmu_affricate_sibilant
14,12_Ww-Oo-,want,6,2,2,0.778846,0.880000,W,0,cmu_w
15,07_Aa,want,6,2,2,0.798077,0.920000,AA,1,cmu_open_vowel
16,07_Aa,some,7,2,2,0.884615,0.920000,AH,1,cmu_open_vowel
17,22_MBP,some,7,2,2,0.910256,1.000000,M,2,cmu_bilabial
18,14_ChJjSh,chips,8,2,2,0.932692,0.820000,CH,0,cmu_affricate_sibilant
19,03_Ee,chips,8,2,2,0.951923,0.920000,IH,1,cmu_front_vowel
20,22_MBP,chips,8,2,2,0.971154,1.000000,P,2,cmu_bilabial
