ArrayIndex,EventIndex,PoseID,SourceWord,WordIndex,PhraseIndex,TextCenterSec,CommittedPlaybackCenterSec,RenderStartSec,RenderEndSec,Strength,CommitLeadSec,CommitHorizonSec,EffectiveSegmentScale
0,0,24_Tongue_Th,the,0,0,0.0213797,0.37835,0.35085,0.40585,0.42,0.0583504,0.09,1.28746
1,1,06_Eh,the,0,0,0.0883694,0.464597,0.431566,0.497628,0.74,0.064597,0.09,1.28746
2,2,06_Eh,united,1,0,0.200969,0.609565,0.555227,0.663902,0.74,0.0895647,0.09,1.28746
3,3,24_Tongue_Th,united,1,0,0.311352,0.749565,0.703587,0.795542,0.42,0.0695646,0.09,1.28746
4,4,06_Eh,united,1,0,0.330831,0.776757,0.689257,0.864257,0.74,0.0567566,0.09,1.28746
5,5,06_Eh,united,1,0,0.408748,0.877072,0.814375,0.939769,0.74,0.0770718,0.09,1.28746
6,6,04_Ih,kingdom,2,0,0.52318,1.0244,0.9773,1.0715,0.68,0.0643989,0.09,1.28746
7,7,04_Ih,kingdom,2,0,0.618744,1.14743,1.05996,1.2349,0.22,0.0674335,0.09,1.28746
8,8,09_Oh,kingdom,2,0,0.672499,1.21664,1.16281,1.27047,0.82,0.0566407,0.09,1.28746
9,9,22_MBP,kingdom,2,0,0.707588,1.26182,1.22145,1.30219,1,0.0618175,0.09,1.28746
10,10,04_Ih,is,3,0,0.811161,1.39516,1.36397,1.42636,0.22,0.0751634,0.09,1.28746
11,11,12_Ww-Oo-,where,4,0,0.898739,1.50792,1.46714,1.54869,1,0.0679162,0.09,1.28746
12,12,06_Eh,where,4,0,0.985841,1.62006,1.55379,1.68632,0.74,0.0600572,0.09,1.28746
13,13,24_Tongue_Th,the,5,0,1.09036,1.75463,1.72713,1.78213,0.42,0.0746266,0.09,1.28746
14,14,06_Eh,the,5,0,1.15735,1.84087,1.80784,1.8739,0.74,0.0808731,0.09,1.28746
15,15,20_FV,first,6,0,1.23527,1.94119,1.9106,1.97177,1,0.0611883,0.09,1.28746
16,16,04_Ih,first,6,0,1.32633,2.05843,1.99216,2.12469,0.349568,0.0584267,0.09,1.28746
17,17,06_Eh,red,7,0,1.52429,2.31329,2.24703,2.37956,0.74,0.0732927,0.09,1.28746
18,18,06_Eh,telephone,8,0,1.67157,2.50291,2.44327,2.56255,0.74,0.0629132,0.09,1.28746
19,19,22_MBP,telephone,8,0,1.7856,2.64291,2.58786,2.69796,1,0.0829134,0.09,1.28746
20,20,24_Tongue_Th,telephone,8,0,1.79273,2.65889,2.60843,2.70935,0.42,0.0588911,0.09,1.28746
21,21,06_Eh,telephone,8,0,1.81411,2.68642,2.59892,2.77392,0.74,0.0864165,0.09,1.28746
22,22,09_Oh,telephone,8,0,1.86478,2.75166,2.67826,2.82506,0.82,0.0716622,0.09,1.28746
23,23,22_MBP,box,9,0,1.98356,2.90458,2.874,2.93517,1,0.0645826,0.09,1.28746
24,24,09_Oh,box,9,0,2.07858,3.02692,2.96065,3.09318,0.82,0.0669181,0.09,1.28746
25,25,12_Ww-Oo-,was,10,0,2.18168,3.15965,3.13029,3.18901,1,0.0796521,0.09,1.28746
26,26,07_Aa,was,10,0,2.24439,3.24039,3.2092,3.27159,0.86,0.080394,0.09,1.28746
27,27,04_Ih,invented,11,0,2.36839,3.40004,3.3404,3.45968,0.68,-0.506835,0.15,1.28746
28,28,20_FV,invented,11,0,2.41561,3.46083,3.40577,3.51588,1,-0.446049,0.15,1.28746
29,29,24_Tongue_Th,invented,11,0,2.48955,3.55602,3.50555,3.60648,0.42,-0.350857,0.15,1.28746
30,30,06_Eh,invented,11,0,2.51093,3.58354,3.49604,3.67104,0.74,-0.323332,0.15,1.28746
31,31,06_Eh,invented,11,0,2.59377,3.6902,3.6168,3.76361,0.74,-0.21667,0.15,1.28746
