word_index,word,start,end,speech_region_index,sentence_index
0,our,0.790000,0.910000,0,-1
1,first,0.910000,1.270000,0,-1
2,design,1.270000,1.710000,0,-1
3,was,1.710000,1.850000,0,-1
4,elegant,1.920000,2.420000,0,-1
5,but,2.420000,2.580000,0,-1
6,fragile,2.580000,3.270000,0,-1
7,the,3.420000,3.510000,1,-1
8,second,3.510000,3.970000,1,-1
9,was,3.970000,4.160000,1,-1
10,strong,4.160000,4.730000,1,-1
11,but,4.730000,4.880000,1,-1
12,expensive,4.880000,5.710000,1,-1
13,after,6.410000,6.660000,2,-1
14,several,6.660000,7.050000,2,-1
15,careful,7.050000,7.480000,2,-1
16,tests,7.480000,8.040000,2,-1
17,the,8.260000,8.350000,3,-1
18,team,8.350000,8.640000,3,-1
19,produced,8.640000,9.030000,3,-1
20,a,9.030000,9.070000,3,-1
21,simpler,9.070000,9.570000,3,-1
22,version,9.570000,10.050000,3,-1
23,that,10.050000,10.180000,3,-1
24,was,10.180000,10.330000,3,-1
25,both,10.330000,10.610000,3,-1
26,reliable,10.610000,11.290000,3,-1
27,and,11.330000,11.590000,3,-1
28,affordable,11.590000,12.270000,3,-1
