ArrayIndex,EventIndex,PoseID,SourceWord,WordIndex,PhraseIndex,TextCenterSec,CommittedPlaybackCenterSec,RenderStartSec,RenderEndSec,Strength,CommitLeadSec,CommitHorizonSec,EffectiveSegmentScale
0,0,18_Uh,uzbekistan,0,0,0.0922437,0.427988,0.340488,0.515488,0.710608,0.0679882,0.09,1.3875
1,1,22_MBP,uzbekistan,0,0,0.209645,0.567988,0.480488,0.655488,1,0.0879882,0.09,1.3875
2,2,14_ChJjSh,uzbekistan,0,0,0.452833,0.707988,0.620488,0.795488,0.783,0.0679881,0.09,1.3875
3,3,07_Aa,uzbekistan,0,0,0.486376,0.806531,0.719031,0.894031,0.86,0.0595291,0.09,1.3875
4,4,07_Aa,uzbekistan,0,0,0.687635,0.946531,0.859031,1.03403,0.94,0.0665311,0.09,1.3875
5,5,04_Ih,is,1,0,1.00376,1.40266,1.33548,1.46984,0.54,0.0851598,0.09,1.3875
6,6,09_Oh,known,2,0,1.3528,1.8917,1.8042,1.9792,0.82,0.0669516,0.09,1.3875
7,7,20_FV,for,3,0,1.55311,2.23201,2.18132,2.28269,1,0.069629,0.09,1.3875
8,8,10_Or,for,3,0,1.68412,2.37201,2.30483,2.43919,0.36,0.0520091,0.09,1.3875
9,9,04_Ih,its,4,0,2.03316,2.86105,2.77355,2.94855,0.64,0.0763009,0.09,1.3875
10,10,04_Ih,silk,5,0,2.42871,3.3966,3.3091,3.4841,0.64,0.0698831,0.09,1.3875
11,11,07_Aa,and,6,0,2.76003,3.4666,3.4269,3.5063,0.86,-0.413394,0.09,0.82
12,12,24_Tongue_Th,the,7,0,2.92237,3.50719,3.47723,3.53714,0.42,-0.37281,0.09,0.82
13,13,06_Eh,the,7,0,3.05622,3.54719,3.50515,3.58922,0.74,-0.33281,0.09,0.82
14,14,07_Aa,ancient,8,0,3.20622,3.58469,3.52474,3.64463,0.94,-0.295312,0.09,0.82
15,15,03_Ee,ancient,8,0,3.46729,3.62469,3.53719,3.71219,0.86,-0.255312,0.09,0.82
16,16,04_Ih,city,9,0,3.88238,3.69469,3.63474,3.75463,0.681076,-0.185312,0.09,0.82
17,17,03_Ee,city,9,0,3.98942,3.73215,3.64465,3.81965,0.86,-0.147849,0.09,0.82
18,18,03_Ee,city,9,0,4.14345,3.77215,3.70364,3.84065,0.94,-0.107849,0.09,0.82
19,19,09_Oh,of,10,0,4.3739,3.8866,3.8469,3.9263,0.82,0.0066011,0.09,0.82
20,20,20_FV,of,10,0,4.42232,3.9263,3.89635,3.95625,1,0.0463023,0.09,0.82
21,21,22_MBP,samarkand,11,0,4.6913,4.14686,4.0768,4.21692,1,0.066865,0.09,0.82
22,22,14_ChJjSh,samarkand,11,0,4.878,4.28686,4.22264,4.35108,0.703,0.0868649,0.09,0.82
23,23,07_Aa,samarkand,11,0,4.90648,4.32331,4.23581,4.41081,0.86,0.0833149,0.09,0.82
24,24,07_Aa,samarkand,11,0,5.07736,4.46331,4.37581,4.55081,0.86,0.0633149,0.09,0.82
25,25,07_Aa,how,12,1,5.9525,5.18762,5.15109,5.22415,0.86,-0.239253,0.15,1
26,26,11_Oo,how,12,1,6.01579,5.25091,5.16389,5.33793,0.94,-0.175964,0.15,1
27,27,07_Aa,can,13,1,6.28381,5.51894,5.47052,5.56736,0.86,0.0920653,0.15,1
28,28,05_Ay,i,14,1,6.56292,5.79804,5.72969,5.8664,0.84,0.37117,0.15,1
29,29,07_Aa,assist,15,1,6.73174,5.96687,5.89377,6.03997,0.94,0.539993,0.15,1
30,30,07_Aa,assist,15,1,6.99107,6.10687,6.01937,6.19437,0.94,0.679993,0.15,1
31,31,11_Oo,you,16,1,7.43188,6.37687,6.28937,6.46438,1,0.95,0.15,1
