EventIndex,PoseID,Viseme,SourceWord,WordIndex,PhraseIndex,StartNorm,EndNorm,TextCenterSec,Strength,Generator
0,18_Uh,AAA,uzbekistan,0,0,0,0.0252518,0.0922437,0.710608,SimpleBudgetV1
1,22_MBP,MBP,uzbekistan,0,0,0.0149215,0.0424689,0.209645,1,SimpleBudgetV1
2,14_ChJjSh,FVS,uzbekistan,0,0,0.0493557,0.0746075,0.452833,0.783,SimpleBudgetV1
3,07_Aa,AAA,uzbekistan,0,0,0.0367298,0.0964158,0.486376,0.86,SimpleBudgetV1
4,07_Aa,AAA,uzbekistan,0,0,0.0769031,0.111337,0.687635,0.94,SimpleBudgetV1
5,04_Ih,EEE,is,1,0,0.130763,0.144017,1.00376,0.54,SimpleBudgetV1
6,09_Oh,OOO,known,2,0,0.171088,0.199242,1.3528,0.82,SimpleBudgetV1
7,20_FV,FVS,for,3,0,0.207583,0.217583,1.55311,1,SimpleBudgetV1
8,10_Or,OOO,for,3,0,0.223887,0.237141,1.68412,0.36,SimpleBudgetV1
9,04_Ih,EEE,its,4,0,0.264212,0.292366,2.03316,0.64,SimpleBudgetV1
10,04_Ih,EEE,silk,5,0,0.318354,0.346508,2.42871,0.64,SimpleBudgetV1
11,07_Aa,AAA,and,6,0,0.371153,0.384407,2.76003,0.86,SimpleBudgetV1
12,24_Tongue_Th,FVS,the,7,0,0.395,0.405,2.92237,0.42,SimpleBudgetV1
13,06_Eh,EEE,the,7,0,0.411305,0.425338,3.05622,0.74,SimpleBudgetV1
14,07_Aa,AAA,ancient,8,0,0.428847,0.448858,3.20622,0.94,SimpleBudgetV1
15,03_Ee,EEE,ancient,8,0,0.456004,0.493167,3.46729,0.86,SimpleBudgetV1
16,04_Ih,EEE,city,9,0,0.521397,0.541408,3.88238,0.681076,SimpleBudgetV1
17,03_Ee,EEE,city,9,0,0.527472,0.564635,3.98942,0.86,SimpleBudgetV1
18,03_Ee,EEE,city,9,0,0.555701,0.578571,4.14345,0.94,SimpleBudgetV1
19,09_Oh,OOO,of,10,0,0.592052,0.605306,4.3739,0.82,SimpleBudgetV1
20,20_FV,FVS,of,10,0,0.600306,0.610306,4.42232,1,SimpleBudgetV1
21,22_MBP,MBP,samarkand,11,0,0.630428,0.653817,4.6913,1,SimpleBudgetV1
22,14_ChJjSh,FVS,samarkand,11,0,0.656957,0.678397,4.878,0.703,SimpleBudgetV1
23,07_Aa,AAA,samarkand,11,0,0.646237,0.696914,4.90648,0.86,SimpleBudgetV1
24,07_Aa,AAA,samarkand,11,0,0.680347,0.709583,5.07736,0.86,SimpleBudgetV1
25,07_Aa,AAA,how,12,1,0.768687,0.778687,5.6525,0.86,SimpleBudgetV1
26,11_Oo,OOO,how,12,1,0.770439,0.794261,5.71579,0.94,SimpleBudgetV1
27,07_Aa,AAA,can,13,1,0.812409,0.825663,5.98381,0.86,SimpleBudgetV1
28,05_Ay,EEE,i,14,1,0.847883,0.866594,6.26292,0.84,SimpleBudgetV1
29,07_Aa,AAA,assist,15,1,0.870341,0.890352,6.43174,0.94,SimpleBudgetV1
30,07_Aa,AAA,assist,15,1,0.89726,0.934423,6.69107,0.94,SimpleBudgetV1
31,11_Oo,OOO,you,16,1,0.956686,0.995669,7.13188,1,SimpleBudgetV1
