EventIndex,PoseID,Viseme,SourceWord,WordIndex,PhraseIndex,StartNorm,EndNorm,TextCenterSec,Strength,Generator
0,07_Aa,AAA,nicaragua,0,0,0.00907535,0.0562671,0.132461,0.94,SimpleBudgetV1
1,10_Or,OOO,nicaragua,0,0,0.0689726,0.119795,0.382665,0.326784,SimpleBudgetV1
2,07_Aa,AAA,nicaragua,0,0,0.0580822,0.152466,0.426819,0.86,SimpleBudgetV1
3,07_Aa,AAA,nicaragua,0,0,0.12161,0.176062,0.603434,0.94,SimpleBudgetV1
4,07_Aa,AAA,has,1,0,0.206781,0.22774,0.880852,0.86,SimpleBudgetV1
5,24_Tongue_Th,FVS,the,2,0,0.246233,0.258562,1.02331,0.42,SimpleBudgetV1
6,06_Eh,EEE,the,2,0,0.270274,0.292466,1.14078,0.74,SimpleBudgetV1
7,07_Aa,AAA,largest,3,0,0.31319,0.344834,1.33393,0.94,SimpleBudgetV1
8,07_Aa,AAA,largest,3,0,0.340959,0.399726,1.5015,0.94,SimpleBudgetV1
9,20_FV,FVS,freshwater,4,0,0.417808,0.454794,1.76892,1,SimpleBudgetV1
10,14_ChJjSh,FVS,freshwater,4,0,0.454795,0.491781,1.91888,0.795911,SimpleBudgetV1
11,07_Aa,AAA,freshwater,4,0,0.467123,0.54726,2.05634,0.94,SimpleBudgetV1
12,06_Eh,EEE,freshwater,4,0,0.524144,0.573459,2.22504,0.88,SimpleBudgetV1
13,07_Aa,AAA,lake,5,0,0.599315,0.643836,2.52009,0.94,SimpleBudgetV1
14,04_Ih,EEE,in,6,0,0.682808,0.703767,2.81084,0.54,SimpleBudgetV1
15,06_Eh,EEE,central,7,0,0.727573,0.759217,3.014,0.84,SimpleBudgetV1
16,07_Aa,AAA,central,7,0,0.755342,0.81411,3.18157,0.94,SimpleBudgetV1
17,07_Aa,AAA,america,8,0,0.822123,0.86911,3.42844,0.86,SimpleBudgetV1
18,22_MBP,MBP,america,8,0,0.848014,0.888288,3.5198,1,SimpleBudgetV1
19,10_Or,OOO,america,8,0,0.895959,0.942945,3.72779,0.317203,SimpleBudgetV1
20,07_Aa,AAA,america,8,0,0.88589,0.973151,3.76862,0.86,SimpleBudgetV1
21,07_Aa,AAA,america,8,0,0.944623,0.994966,3.9319,0.94,SimpleBudgetV1
