word_index,word,start,end,speech_region_index,sentence_index
0,i,0.380000,0.510000,0,-1
1,expected,0.510000,1.000000,0,-1
2,the,1.000000,1.080000,0,-1
3,journey,1.080000,1.440000,0,-1
4,to,1.440000,1.530000,0,-1
5,feel,1.530000,1.820000,0,-1
6,endless,1.820000,2.400000,0,-1
7,yet,2.680000,2.880000,1,-1
8,every,2.980000,3.270000,1,-1
9,stop,3.270000,3.680000,1,-1
10,brought,3.680000,4.000000,1,-1
11,something,4.000000,4.440000,1,-1
12,memorable,4.440000,5.030000,1,-1
13,a,5.470000,5.530000,2,-1
14,friendly,5.530000,5.920000,2,-1
15,conversation,5.920000,6.840000,2,-1
16,a,7.080000,7.150000,3,-1
17,beautiful,7.150000,7.660000,3,-1
18,view,7.660000,8.120000,3,-1
19,an,8.320000,8.450000,4,-1
20,excellent,8.480000,8.940000,4,-1
21,meal,8.940000,9.230000,4,-1
22,or,9.230000,9.500000,4,-1
23,a,9.500000,9.550000,4,-1
24,story,9.550000,10.030000,4,-1
25,i,10.030000,10.120000,4,-1
26,had,10.120000,10.260000,4,-1
27,never,10.260000,10.520000,4,-1
28,heard,10.520000,10.840000,4,-1
