word_index,word,next_word_index,next_word,mark,mark_sequence,pause_class,split_applied,split_reason,direct_word_gap_seconds,phone_gap_seconds,wave_silence_seconds,acoustic_gap_seconds,speech_region_index_before,speech_region_index_after
0,try,1,this,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
1,this,2,roy,:,:,region_break,1,hard_punctuation_with_lull,0.170000,0.170000,0.170000,0.170000,0,1
2,roy,3,g,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
3,g,4,biv,.,.,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
4,biv,5,like,.,.,region_break,1,hard_punctuation_with_lull,0.350000,0.350000,0.350000,0.350000,1,2
5,like,6,the,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
6,the,7,guy,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
7,guy,8,in,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
8,in,9,a,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
9,a,10,boat,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
