index,pose,word,word_index,phrase_index,sentence_index,text_center_norm,strength,source_phone,source_phone_index,generator
0,09_Oh,australia,0,0,0,0.011445,0.500000,AO,0,cmu_oh_vowel
1,06_Eh,australia,0,0,0,0.087891,0.920000,EY,4,cmu_eh_vowel
2,07_Aa,has,1,0,0,0.187500,0.920000,AE,1,cmu_open_vowel
3,07_Aa,the,2,0,0,0.265625,0.500000,AH,1,cmu_open_vowel
4,09_Oh,longest,3,0,0,0.308036,0.920000,AO,1,cmu_oh_vowel
5,09_Oh,coastline,4,0,0,0.433036,0.920000,OW,1,cmu_oh_vowel
6,05_Ay,coastline,4,0,0,0.504464,0.940000,AY,5,cmu_ay
7,07_Aa,of,5,0,0,0.546875,0.920000,AH,0,cmu_open_vowel
8,20_FV,of,5,0,0,0.578125,0.960000,V,1,cmu_fv
9,06_Eh,any,6,0,0,0.609375,0.920000,EH,0,cmu_eh_vowel
10,03_Ee,any,6,0,0,0.671875,0.500000,IY,2,cmu_front_vowel
11,07_Aa,country,7,0,0,0.718750,0.920000,AH,1,cmu_open_vowel
12,03_Ee,country,7,0,0,0.802083,0.500000,IY,5,cmu_front_vowel
13,03_Ee,in,8,0,0,0.828125,0.500000,IH,0,cmu_front_vowel
14,07_Aa,the,9,0,0,0.921875,0.500000,AH,1,cmu_open_vowel
15,12_Ww-Oo-,world,10,0,0,0.945312,0.880000,W,0,cmu_w
16,06_Eh,world,10,0,0,0.960938,0.920000,ER,1,cmu_eh_vowel
