index,start,center,end,pose,word,word_index,phrase_index,sentence_index,strength,reason,alignment_reason,source_phone_class,mapped_to_observed_speech
0,0.139200,0.206700,0.274200,07_Aa,cambodia,0,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
1,0.204200,0.256700,0.309200,22_MBP,cambodia,0,0,0,1.000000,streaming_forced_alignment,streaming_forced_alignment_viterbi,bilabial,1
2,0.246500,0.314000,0.381500,09_Oh,cambodia,0,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_round,1
3,0.366500,0.434000,0.501500,03_Ee,cambodia,0,0,0,0.580000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
4,0.726500,0.794000,0.861500,07_Aa,has,1,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
5,0.951500,1.019000,1.086500,06_Eh,angkor,2,0,0,0.580000,streaming_forced_alignment,streaming_forced_alignment_viterbi,unknown,1
6,1.051500,1.119000,1.186500,12_Ww-Oo-,wat,3,0,0,0.880000,streaming_forced_alignment,streaming_forced_alignment_viterbi,glide,1
7,1.211500,1.279000,1.346500,09_Oh,wat,3,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_round,1
8,1.451500,1.519000,1.586500,07_Aa,and,4,0,0,0.580000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
9,2.211500,2.279000,2.346500,03_Ee,delicious,5,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
10,2.349500,2.397000,2.444500,14_ChJjSh,delicious,5,0,0,0.820000,streaming_forced_alignment,streaming_forced_alignment_viterbi,sibilant,1
11,2.711500,2.779000,2.846500,12_Ww-Oo-,cuisine,6,0,0,0.880000,streaming_forced_alignment,streaming_forced_alignment_viterbi,glide,1
12,3.021500,3.089000,3.156500,03_Ee,cuisine,6,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
13,3.706500,3.774000,3.841500,03_Ee,need,7,1,1,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
14,3.876500,3.944000,4.011500,06_Eh,anything,8,1,1,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
15,4.056500,4.124000,4.191500,03_Ee,anything,8,1,1,0.580000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
16,4.426500,4.494000,4.561500,06_Eh,else,9,1,1,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
