index,start,center,end,pose,word,word_index,phrase_index,sentence_index,strength,reason,alignment_reason,source_phone_class,mapped_to_observed_speech
0,0.042000,0.092000,0.142000,20_FV,finland's,0,0,0,0.960000,streaming_forced_alignment,streaming_forced_alignment_viterbi,labiodental,1
1,0.074500,0.142000,0.209500,03_Ee,finland's,0,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
2,0.536500,0.604000,0.671500,07_Aa,lots,1,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
3,0.741500,0.809000,0.876500,07_Aa,of,2,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
4,0.830000,0.880000,0.930000,20_FV,of,2,0,0,0.960000,streaming_forced_alignment,streaming_forced_alignment_viterbi,labiodental,1
5,1.006500,1.074000,1.141500,06_Eh,lakes,3,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
6,1.216500,1.284000,1.351500,07_Aa,come,4,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
7,1.281500,1.334000,1.386500,22_MBP,come,4,0,0,1.000000,streaming_forced_alignment,streaming_forced_alignment_viterbi,bilabial,1
8,1.334000,1.384000,1.434000,20_FV,from,5,0,0,0.960000,streaming_forced_alignment,streaming_forced_alignment_viterbi,labiodental,1
9,1.386500,1.454000,1.521500,07_Aa,from,5,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
10,1.451500,1.504000,1.556500,22_MBP,from,5,0,0,1.000000,streaming_forced_alignment,streaming_forced_alignment_viterbi,bilabial,1
11,1.546500,1.614000,1.681500,03_Ee,its,6,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
12,1.936500,2.004000,2.071500,06_Eh,glacial,7,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
13,2.044500,2.092000,2.139500,14_ChJjSh,glacial,7,0,0,0.820000,streaming_forced_alignment,streaming_forced_alignment_viterbi,sibilant,1
14,2.286500,2.354000,2.421500,03_Ee,history,8,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
15,3.439000,3.494000,3.549000,05_Ay,ice,9,1,1,0.940000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
16,3.756500,3.824000,3.891500,07_Aa,carved,10,1,1,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
17,3.925000,3.975000,4.025000,20_FV,carved,10,1,1,0.960000,streaming_forced_alignment,streaming_forced_alignment_viterbi,labiodental,1
18,4.106500,4.174000,4.241500,06_Eh,them,11,1,1,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
19,4.171501,4.224000,4.276500,22_MBP,them,11,1,1,1.000000,streaming_forced_alignment,streaming_forced_alignment_viterbi,bilabial,1
20,4.226500,4.294000,4.361500,07_Aa,out,12,1,1,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
