word_index,word,start,end,speech_region_index,sentence_index
0,if,0.360000,0.530000,0,-1
1,the,0.530000,0.610000,0,-1
2,train,0.610000,1.200000,0,-1
3,leaves,1.200000,1.510000,0,-1
4,early,1.570000,2.080000,0,-1
5,call,2.330000,2.610000,1,-1
6,me,2.610000,2.790000,1,-1
7,at,2.790000,2.900000,1,-1
8,once,2.900000,3.330000,1,-1
9,so,3.440000,3.640000,1,-1
10,i,3.640000,3.740000,1,-1
11,can,3.740000,3.930000,1,-1
12,change,3.930000,4.340000,1,-1
13,the,4.340000,4.440000,1,-1
14,reservation,4.440000,5.310000,1,-1
