word_index,word,start,end,speech_region_index,sentence_index
0,you,1.340000,1.470000,0,-1
1,may,1.470000,1.640000,0,-1
2,borrow,1.640000,2.020000,0,-1
3,the,2.020000,2.120000,0,-1
4,camera,2.120000,2.710000,0,-1
5,provided,3.040000,3.550000,1,-1
6,that,3.550000,3.690000,1,-1
7,you,3.690000,3.790000,1,-1
8,return,3.790000,4.230000,1,-1
9,it,4.230000,4.400000,1,-1
10,before,4.400000,4.730000,1,-1
11,the,4.730000,4.840000,1,-1
12,weekend,4.840000,5.310000,1,-1
13,begins,5.310000,5.950000,1,-1
