word_index,word,start,end,speech_region_index,sentence_index
0,we,0.390000,0.540000,0,-1
1,have,0.540000,0.780000,0,-1
2,plenty,0.780000,1.080000,0,-1
3,of,1.080000,1.200000,0,-1
4,time,1.200000,1.700000,0,-1
5,take,2.100000,2.300000,1,-1
6,a,2.300000,2.360000,1,-1
7,breath,2.360000,2.900000,1,-1
8,read,3.220000,3.510000,2,-1
9,the,3.510000,3.590000,2,-1
10,question,3.590000,4.160000,2,-1
11,and,4.430000,4.590000,3,-1
12,choose,4.590000,4.920000,3,-1
13,your,4.920000,5.040000,3,-1
14,answer,5.040000,5.470000,3,-1
