word_index,word,next_word_index,next_word,mark,mark_sequence,pause_class,split_applied,split_reason,direct_word_gap_seconds,phone_gap_seconds,wave_silence_seconds,acoustic_gap_seconds,speech_region_index_before,speech_region_index_after
0,the,1,sign,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
1,sign,2,says,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
2,says,3,open,,,none,0,none,0.030000,0.030000,0.000000,0.030000,0,0
3,open,4,yet,",",",",region_break,1,comma_with_lull,0.580000,0.580000,0.580000,0.580000,0,1
4,yet,5,every,,,none,0,none,0.070000,0.070000,0.000000,0.070000,1,1
5,every,6,light,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
6,light,7,in,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
7,in,8,the,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
8,the,9,shop,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
9,shop,10,is,,,none,0,none,0.030000,0.030000,0.000000,0.030000,1,1
10,is,11,dark,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
