word_index,word,start,end,speech_region_index,sentence_index
0,because,0.290000,0.560000,0,-1
1,we,0.560000,0.680000,0,-1
2,finished,0.680000,1.180000,0,-1
3,ahead,1.220000,1.500000,0,-1
4,of,1.500000,1.610000,0,-1
5,schedule,1.610000,2.210000,0,-1
6,we,2.700000,2.830000,1,-1
7,cleaned,2.830000,3.220000,1,-1
8,the,3.220000,3.400000,1,-1
9,room,3.400000,3.870000,1,-1
10,filed,4.250000,4.720000,2,-1
11,the,4.720000,4.810000,2,-1
12,notes,4.810000,5.350000,2,-1
13,and,5.710000,5.900000,3,-1
14,went,5.900000,6.110000,3,-1
15,home,6.110000,6.460000,3,-1
