word_index,word,start,end,speech_region_index,sentence_index
0,please,0.180000,0.460000,0,-1
1,remember,0.460000,0.810000,0,-1
2,this,0.810000,0.960000,0,-1
3,final,0.960000,1.280000,0,-1
4,point,1.280000,1.660000,0,-1
5,speed,2.230000,2.630000,1,-1
6,matters,2.630000,3.000000,1,-1
7,during,3.000000,3.240000,1,-1
8,an,3.240000,3.300000,1,-1
9,emergency,3.300000,3.980000,1,-1
10,but,4.370000,4.540000,2,-1
11,calm,4.540000,4.880000,2,-1
12,communication,4.880000,5.570000,2,-1
13,matters,5.570000,5.920000,2,-1
14,just,5.920000,6.220000,2,-1
15,as,6.220000,6.340000,2,-1
16,much,6.340000,6.760000,2,-1
17,because,7.050000,7.300000,3,-1
18,a,7.300000,7.360000,3,-1
19,clear,7.360000,7.700000,3,-1
20,instruction,7.700000,8.310000,3,-1
21,can,8.310000,8.480000,3,-1
22,prevent,8.480000,8.810000,3,-1
23,several,8.810000,9.150000,3,-1
24,people,9.150000,9.510000,3,-1
25,from,9.510000,9.720000,3,-1
26,making,9.720000,10.010000,3,-1
27,the,10.010000,10.090000,3,-1
28,same,10.090000,10.350000,3,-1
29,mistake,10.350000,10.770000,3,-1
