index,pose,word,word_index,phrase_index,sentence_index,text_center_norm,strength,source_phone,source_phone_index,generator
0,07_Aa,the,0,0,0,0.051724,0.500000,AH,1,cmu_open_vowel
1,07_Aa,congo,1,0,0,0.100000,0.920000,AA,1,cmu_open_vowel
2,09_Oh,congo,1,0,0,0.162069,0.500000,OW,4,cmu_oh_vowel
3,07_Aa,has,2,0,0,0.206897,0.920000,AE,1,cmu_open_vowel
4,07_Aa,the,3,0,0,0.293103,0.500000,AH,1,cmu_open_vowel
5,06_Eh,second,4,0,0,0.344828,0.920000,EH,1,cmu_eh_vowel
6,07_Aa,largest,5,0,0,0.477832,0.920000,AA,1,cmu_open_vowel
7,14_ChJjSh,largest,5,0,0,0.517241,0.820000,JH,3,cmu_affricate_sibilant
8,05_Ay,rainforest,6,0,0,0.620690,0.940000,AY,1,cmu_ay
9,20_FV,rainforest,6,0,0,0.666667,0.960000,F,3,cmu_fv
10,09_Oh,rainforest,6,0,0,0.689655,0.920000,AO,4,cmu_oh_vowel
11,03_Ee,in,7,0,0,0.810345,0.500000,IH,0,cmu_front_vowel
12,07_Aa,the,8,0,0,0.913793,0.500000,AH,1,cmu_open_vowel
13,12_Ww-Oo-,world,9,0,0,0.939655,0.880000,W,0,cmu_w
14,06_Eh,world,9,0,0,0.956897,0.920000,ER,1,cmu_eh_vowel
