EventIndex,PoseID,Viseme,SourceWord,WordIndex,PhraseIndex,StartNorm,EndNorm,TextCenterSec,Strength,Generator
0,07_Aa,AAA,aderab,0,0,0.00736748,0.0456783,0.0908726,0.86,SimpleBudgetV1
1,24_Tongue_Th,FVS,aderab,0,0,0.0604133,0.0928302,0.262521,0.42,SimpleBudgetV1
2,07_Aa,AAA,aderab,0,0,0.0471518,0.123774,0.292812,0.86,SimpleBudgetV1
3,22_MBP,MBP,aderab,0,0,0.117388,0.152752,0.462777,1,SimpleBudgetV1
4,18_Uh,AAA,huh,1,1,0.225517,0.272237,0.8527,0.57,SimpleBudgetV1
5,09_Oh,OOO,sounds,2,2,0.36478,0.4115,1.32984,0.82,SimpleBudgetV1
6,04_Ih,EEE,interesting,3,2,0.425876,0.47159,1.53745,0.76,SimpleBudgetV1
7,24_Tongue_Th,FVS,interesting,3,2,0.473495,0.5154,1.69407,0.42,SimpleBudgetV1
8,14_ChJjSh,FVS,interesting,3,2,0.519209,0.561114,1.8507,0.817137,SimpleBudgetV1
9,04_Ih,EEE,interesting,3,2,0.559209,0.612543,2.00732,0.736391,SimpleBudgetV1
10,12_Ww-Oo-,WUH,what,4,3,0.663827,0.685822,2.31208,1,SimpleBudgetV1
11,07_Aa,AAA,what,4,3,0.69035,0.716226,2.4096,0.86,SimpleBudgetV1
12,22_MBP,MBP,brings,5,3,0.728661,0.750225,2.53347,1,SimpleBudgetV1
13,04_Ih,EEE,brings,5,3,0.759209,0.80593,2.68123,0.38,SimpleBudgetV1
14,11_Oo,OOO,you,6,3,0.838275,0.902965,2.98291,1,SimpleBudgetV1
15,06_Eh,EEE,here,7,3,0.938904,0.985624,3.2969,0.74,SimpleBudgetV1
