word_index,word,start,end,speech_region_index,sentence_index
0,visit,0.440000,0.780000,0,-1
1,the,0.780000,0.880000,0,-1
2,library,0.880000,1.590000,0,-1
3,the,1.830000,1.940000,1,-1
4,market,1.940000,2.440000,1,-1
5,the,2.800000,2.870000,2,-1
6,post,2.870000,3.250000,2,-1
7,office,3.250000,3.690000,2,-1
8,the,4.170000,4.250000,3,-1
9,bank,4.250000,4.760000,3,-1
10,the,5.140000,5.230000,4,-1
11,park,5.230000,5.780000,4,-1
12,and,6.160000,6.300000,5,-1
13,the,6.300000,6.400000,5,-1
14,old,6.430000,6.730000,5,-1
15,stone,6.730000,7.140000,5,-1
16,church,7.140000,7.620000,5,-1
