start,end,phone,word,confidence,word_index,speech_region_index,phone_index,phrase_index,sentence_index,alignment_reason
0.000000,0.030000,HH,hello,1.0,0,0,0,0,-1,mfa_textgrid_phone
0.030000,0.090000,AH0,hello,1.0,0,0,1,0,-1,mfa_textgrid_phone
0.090000,0.210000,L,hello,1.0,0,0,2,0,-1,mfa_textgrid_phone
0.210000,0.440000,OW1,hello,1.0,0,0,3,0,-1,mfa_textgrid_phone
0.440000,0.530000,DH,there,1.0,1,0,0,0,-1,mfa_textgrid_phone
0.530000,0.640000,EH1,there,1.0,1,0,1,0,-1,mfa_textgrid_phone
0.640000,0.780000,R,there,1.0,1,0,2,0,-1,mfa_textgrid_phone
0.780000,0.950000,HH,what,1.0,2,0,0,0,-1,mfa_textgrid_phone
0.950000,1.120000,W,what,1.0,2,0,1,0,-1,mfa_textgrid_phone
1.120000,1.220000,AH1,what,1.0,2,0,2,0,-1,mfa_textgrid_phone
1.220000,1.300000,T,what,1.0,2,0,3,0,-1,mfa_textgrid_phone
1.300000,1.380000,K,can,1.0,3,0,0,0,-1,mfa_textgrid_phone
1.380000,1.420000,AE1,can,1.0,3,0,1,0,-1,mfa_textgrid_phone
1.420000,1.460000,N,can,1.0,3,0,2,0,-1,mfa_textgrid_phone
1.460000,1.600000,AY1,i,1.0,4,0,0,0,-1,mfa_textgrid_phone
1.600000,1.720000,G,get,1.0,5,0,0,0,-1,mfa_textgrid_phone
1.720000,1.830000,EH1,get,1.0,5,0,1,0,-1,mfa_textgrid_phone
1.830000,1.900000,T,get,1.0,5,0,2,0,-1,mfa_textgrid_phone
1.900000,2.000000,F,for,1.0,6,0,0,0,-1,mfa_textgrid_phone
2.000000,2.030000,R,for,1.0,6,0,1,0,-1,mfa_textgrid_phone
2.030000,2.070000,ER0,for,1.0,6,0,2,0,-1,mfa_textgrid_phone
2.070000,2.210000,Y,you,1.0,7,0,0,0,-1,mfa_textgrid_phone
2.210000,2.280000,UW1,you,1.0,7,0,1,0,-1,mfa_textgrid_phone
2.280000,2.370000,T,today,1.0,8,0,0,0,-1,mfa_textgrid_phone
2.370000,2.430000,AH0,today,1.0,8,0,1,0,-1,mfa_textgrid_phone
2.430000,2.490000,D,today,1.0,8,0,2,0,-1,mfa_textgrid_phone
2.490000,2.800000,EY1,today,1.0,8,0,3,0,-1,mfa_textgrid_phone
