index,pose,word,word_index,phrase_index,sentence_index,text_center_norm,strength,source_phone,source_phone_index,generator
0,05_Ay,i,0,0,0,0.047619,0.940000,AY,0,cmu_ay
1,22_MBP,prefer,1,0,0,0.109524,1.000000,P,0,cmu_bilabial
2,20_FV,prefer,1,0,0,0.195238,0.960000,F,3,cmu_fv
3,06_Eh,prefer,1,0,0,0.223810,0.920000,ER,4,cmu_eh_vowel
4,07_Aa,a,2,0,0,0.285714,0.500000,AH,0,cmu_open_vowel
5,09_Oh,strong,3,0,0,0.400000,0.920000,AO,3,cmu_oh_vowel
6,06_Eh,espresso,4,0,0,0.445578,0.920000,EH,0,cmu_eh_vowel
7,22_MBP,espresso,4,0,0,0.513605,1.000000,P,2,cmu_bilabial
8,06_Eh,espresso,4,0,0,0.581633,0.920000,EH,4,cmu_eh_vowel
9,09_Oh,espresso,4,0,0,0.649660,0.500000,OW,6,cmu_oh_vowel
10,12_Ww-Oo-,what,5,1,1,0.682540,0.880000,W,0,cmu_w
11,07_Aa,what,5,1,1,0.714286,0.920000,AH,1,cmu_open_vowel
12,22_MBP,about,6,1,1,0.815476,1.000000,B,1,cmu_bilabial
13,07_Aa,about,6,1,1,0.851190,0.920000,AW,2,cmu_open_vowel
14,11_Oo,you,7,1,1,0.976190,0.920000,UW,1,cmu_oo_vowel
