EventIndex,PoseID,Viseme,SourceWord,WordIndex,PhraseIndex,StartNorm,EndNorm,TextCenterSec,Strength,Generator
0,06_Eh,EEE,let's,0,0,0.0293309,0.0769936,0.11747,0.74,SimpleBudgetV1
1,03_Ee,EEE,keep,1,0,0.12099,0.168653,0.320004,0.86,SimpleBudgetV1
2,22_MBP,MBP,keep,1,0,0.160862,0.18286,0.379751,1,SimpleBudgetV1
3,04_Ih,EEE,it,2,0,0.210376,0.232814,0.489646,0.309559,SimpleBudgetV1
4,09_Oh,OOO,cozy,3,0,0.277745,0.311622,0.651147,0.82,SimpleBudgetV1
5,03_Ee,EEE,cozy,3,0,0.288029,0.350944,0.705953,0.86,SimpleBudgetV1
6,03_Ee,EEE,cozy,3,0,0.33582,0.374537,0.784819,0.86,SimpleBudgetV1
7,24_Tongue_Th,FVS,then,4,0,0.370302,0.392301,0.842542,0.42,SimpleBudgetV1
8,06_Eh,EEE,then,4,0,0.399633,0.447296,0.935707,0.74,SimpleBudgetV1
9,12_Ww-Oo-,WUH,we,5,1,0.513034,0.532832,1.1555,1,SimpleBudgetV1
10,03_Ee,EEE,we,5,1,0.538772,0.56253,1.21674,0.86,SimpleBudgetV1
11,12_Ww-Oo-,WUH,wouldn't,6,1,0.576242,0.610266,1.31088,1,SimpleBudgetV1
12,24_Tongue_Th,FVS,wouldn't,6,1,0.621962,0.645353,1.40016,0.42,SimpleBudgetV1
13,09_Oh,OOO,wouldn't,6,1,0.612392,0.667681,1.41425,0.82,SimpleBudgetV1
14,09_Oh,OOO,wouldn't,6,1,0.649606,0.681503,1.47064,0.82,SimpleBudgetV1
15,12_Ww-Oo-,WUH,want,7,1,0.68286,0.712191,1.54128,1,SimpleBudgetV1
16,07_Aa,AAA,want,7,1,0.714024,0.761687,1.6304,0.86,SimpleBudgetV1
17,04_Ih,EEE,it,8,1,0.80341,0.825848,1.80004,0.491918,SimpleBudgetV1
18,11_Oo,OOO,too,9,1,0.870724,0.895802,1.9517,0.94,SimpleBudgetV1
19,22_MBP,MBP,bright,10,1,0.906508,0.928506,2.02737,1,SimpleBudgetV1
20,04_Ih,EEE,bright,10,1,0.937672,0.985335,2.12458,0.378484,SimpleBudgetV1
