word_index,word,next_word_index,next_word,mark,mark_sequence,pause_class,split_applied,split_reason,direct_word_gap_seconds,phone_gap_seconds,wave_silence_seconds,acoustic_gap_seconds,speech_region_index_before,speech_region_index_after
0,the,1,average,,,none,0,none,0.090000,0.090000,0.090000,0.090000,0,0
1,average,2,person,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
2,person,3,eats,,,none,0,none,0.030000,0.030000,0.030000,0.030000,0,0
3,eats,4,one,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
4,one,5,hundred,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
5,hundred,6,eighty,,,none,0,none,0.040000,0.040000,0.000000,0.040000,0,0
6,eighty,7,one,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
7,one,8,sandwiches,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
8,sandwiches,9,a,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
9,a,10,year,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
10,year,11,quite,.,.,region_break,1,hard_punctuation_with_lull,0.960000,0.960000,0.960000,0.960000,0,1
11,quite,12,a,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
12,a,13,bite,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
