ArrayIndex,EventIndex,PoseID,SourceWord,WordIndex,PhraseIndex,TextCenterSec,CommittedPlaybackCenterSec,RenderStartSec,RenderEndSec,Strength,CommitLeadSec,CommitHorizonSec,EffectiveSegmentScale
0,0,22_MBP,botswana,0,0,0.0443332,0.479282,0.43,0.528564,1,0.079282,0.09,1.11163
1,1,14_ChJjSh,botswana,0,0,0.217636,0.619282,0.57,0.668564,0.741,0.059282,0.09,1.11163
2,2,07_Aa,botswana,0,0,0.233757,0.68985,0.60235,0.77735,0.86,0.0898502,0.09,1.11163
3,3,07_Aa,botswana,0,0,0.330484,0.797374,0.730172,0.864577,0.86,0.0773743,0.09,1.11163
4,4,04_Ih,is,1,0,0.496532,0.981958,0.951492,1.01242,0.4609,0.0619574,0.09,1.11163
5,5,06_Eh,home,2,0,0.694106,1.20159,1.13687,1.2663,0.74,0.0815858,0.09,1.11163
6,6,22_MBP,home,2,0,0.704181,1.21279,1.18292,1.24265,1,0.0527861,0.09,1.11163
7,7,11_Oo,to,3,0,0.888097,1.41723,1.38318,1.45128,0.94,0.0572315,0.09,1.11163
8,8,24_Tongue_Th,the,4,0,0.973539,1.51221,1.48471,1.53971,0.42,0.0722114,0.09,1.11163
9,9,06_Eh,the,4,0,1.04931,1.59644,1.56418,1.6287,0.74,0.0764388,0.09,1.11163
10,10,09_Oh,okavango,5,0,1.19601,1.75952,1.69092,1.82811,0.82,0.0795172,0.09,1.11163
11,11,20_FV,okavango,5,0,1.31824,1.89539,1.83207,1.95871,1,0.0553912,0.09,1.11163
12,12,09_Oh,okavango,5,0,1.38588,1.97058,1.88308,2.05808,0.82,0.0505835,0.09,1.11163
13,13,09_Oh,okavango,5,0,1.49981,2.09722,2.01807,2.17637,0.82,0.0572233,0.09,1.11163
14,14,06_Eh,delta,6,0,1.67391,2.29077,2.24477,2.33676,0.74,0.0507669,0.09,1.11163
15,15,07_Aa,delta,6,0,1.75667,2.38276,2.29734,2.46818,0.86,0.0627599,0.09,1.11163
16,16,07_Aa,delta,6,0,1.85125,2.48789,2.43533,2.54046,0.86,0.0878947,0.09,1.11163
17,17,07_Aa,a,7,1,2.39745,2.85715,2.82488,2.88941,0.86,0.0571487,0.09,1.17735
18,18,20_FV,vast,8,1,2.49203,2.98572,2.95408,3.01735,1,0.0657196,0.09,1.17735
19,19,07_Aa,vast,8,1,2.59503,3.1242,3.05566,3.19274,0.86,0.0842018,0.09,1.17735
20,20,04_Ih,inland,9,1,2.7137,3.28114,3.23242,3.32985,0.68,0.0811372,0.09,1.17735
21,21,07_Aa,inland,9,1,2.86049,3.42114,3.33364,3.50864,0.86,0.0611374,0.09,1.17735
22,22,06_Eh,delta,10,1,3.07329,3.77393,3.72522,3.82265,0.74,0.0648611,0.09,1.17735
23,23,07_Aa,delta,10,1,3.15604,3.89951,3.81201,3.98701,0.86,0.0595129,0.09,1.17735
24,24,07_Aa,delta,10,1,3.25062,4.02675,3.97107,4.08242,0.86,0.0667493,0.09,1.17735
25,25,24_Tongue_Th,that's,11,1,3.316,4.10372,4.07209,4.13536,0.42,0.063725,0.09,1.17735
26,26,07_Aa,that's,11,1,3.419,4.22499,4.15381,4.29616,0.86,0.0649886,0.09,1.17735
27,27,07_Aa,a,12,1,3.59758,4.43525,4.40298,4.46751,0.86,0.0752482,0.09,1.17735
28,28,22_MBP,major,13,1,3.69485,4.54976,4.508,4.59152,1,0.0697632,0.09,1.17735
29,29,07_Aa,major,13,1,3.75396,4.61935,4.57064,4.66807,0.86,0.0593576,0.09,1.17735
30,30,07_Aa,major,13,1,3.83672,4.71679,4.62929,4.80429,0.86,0.0767903,0.09,1.17735
31,31,10_Or,major,13,1,3.87218,4.75854,4.70287,4.81422,0.72,0.0785465,0.09,1.17735
32,32,12_Ww-Oo-,wildlife,14,1,4.00724,4.91756,4.85513,4.97998,1,0.0775599,0.09,1.17735
33,33,06_Eh,wildlife,14,1,4.15305,5.05756,4.97006,5.14506,0.74,0.05756,0.09,1.17735
34,34,20_FV,wildlife,14,1,4.23009,5.17993,5.13312,5.22675,1,0.0599365,0.09,1.17735
35,35,07_Aa,habitat,15,1,4.35832,5.33091,5.2747,5.38711,0.86,0.0509095,0.09,1.17735
36,36,22_MBP,habitat,15,1,4.42337,5.40749,5.35561,5.45937,1,0.0874934,0.09,1.17735
37,37,24_Tongue_Th,habitat,15,1,4.48317,5.4779,5.43034,5.52545,0.42,-0.668977,0.15,1.17735
38,38,07_Aa,habitat,15,1,4.50521,5.50384,5.41634,5.59134,0.86,-0.643037,0.15,1.17735
