word_index,word,start,end,speech_region_index,sentence_index
0,the,0.440000,0.560000,0,-1
1,first,0.560000,0.930000,0,-1
2,attempt,0.930000,1.340000,0,-1
3,failed,1.340000,1.950000,0,-1
4,we,2.640000,2.810000,1,-1
5,replaced,2.810000,3.350000,1,-1
6,the,3.350000,3.430000,1,-1
7,loose,3.430000,3.700000,1,-1
8,cable,3.700000,4.270000,1,-1
9,restarted,4.600000,5.180000,2,-1
10,the,5.180000,5.250000,2,-1
11,machine,5.250000,5.810000,2,-1
12,and,5.880000,6.010000,2,-1
13,tried,6.010000,6.300000,2,-1
14,again,6.300000,6.770000,2,-1
