word_index,word,next_word_index,next_word,mark,mark_sequence,pause_class,split_applied,split_reason,direct_word_gap_seconds,phone_gap_seconds,wave_silence_seconds,acoustic_gap_seconds,speech_region_index_before,speech_region_index_after
0,the,1,first,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
1,first,2,attempt,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
2,attempt,3,failed,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
3,failed,4,we,.,.,region_break,1,hard_punctuation_with_lull,0.690000,0.690000,0.690000,0.690000,0,1
4,we,5,replaced,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
5,replaced,6,the,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
6,the,7,loose,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
7,loose,8,cable,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
8,cable,9,restarted,",",",",region_break,1,comma_with_lull,0.330000,0.330000,0.330000,0.330000,1,2
9,restarted,10,the,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
10,the,11,machine,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
11,machine,12,and,",",",",soft_pause,0,none,0.070000,0.070000,0.000000,0.070000,2,2
12,and,13,tried,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
13,tried,14,again,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
