word_index,word,start,end,speech_region_index,sentence_index
0,while,0.440000,0.850000,0,-1
1,anna,0.880000,1.160000,0,-1
2,measured,1.160000,1.580000,0,-1
3,the,1.580000,1.680000,0,-1
4,wall,1.680000,2.150000,0,-1
5,ben,2.570000,2.920000,1,-1
6,moved,2.920000,3.300000,1,-1
7,the,3.300000,3.380000,1,-1
8,chairs,3.380000,3.950000,1,-1
9,and,3.950000,4.110000,1,-1
10,i,4.110000,4.190000,1,-1
11,swept,4.190000,4.650000,1,-1
12,the,4.650000,4.730000,1,-1
13,floor,4.730000,5.280000,1,-1
