PlaybackSec,EventIndex,PoseID,SourceWord,CommittedCenterSec,SubmittedWeight,SourceStrength
0.433333,0,09_Oh,los,0.459368,0.169803,0.82
0.45,0,09_Oh,los,0.459368,0.82,0.82
0.466667,0,09_Oh,los,0.459368,0.82,0.82
0.483334,0,09_Oh,los,0.459368,0.817373,0.82
0.5,0,09_Oh,los,0.459368,0.778782,0.82
0.516667,0,09_Oh,los,0.459368,0.677126,0.82
0.533333,0,09_Oh,los,0.459368,0.52069,0.82
0.55,0,09_Oh,los,0.459368,0.3444,0.82
0.566667,0,09_Oh,los,0.459368,0.3444,0.82
0.583333,0,09_Oh,los,0.459368,0.058892,0.82
0.6,0,09_Oh,los,0.459368,0.00669325,0.82
0.6,1,07_Aa,angeles,0.622674,0.459166,0.86
0.616667,1,07_Aa,angeles,0.622674,0.86,0.86
0.633333,1,07_Aa,angeles,0.622674,0.86,0.86
0.65,1,07_Aa,angeles,0.622674,0.839008,0.86
0.666667,1,07_Aa,angeles,0.622674,0.687279,0.86
0.683333,1,07_Aa,angeles,0.622674,0.415514,0.86
0.7,1,07_Aa,angeles,0.622674,0.150904,0.86
0.716667,1,07_Aa,angeles,0.622674,0.0145562,0.86
0.716667,2,14_ChJjSh,angeles,0.757484,0.47945,0.661
0.733333,2,14_ChJjSh,angeles,0.757484,0.94,0.661
0.75,2,14_ChJjSh,angeles,0.757484,0.94,0.661
0.75,3,07_Aa,angeles,0.772463,0.0964365,0.86
0.766667,2,14_ChJjSh,angeles,0.757484,0.94,0.661
0.766667,3,07_Aa,angeles,0.772463,0.61748,0.86
0.783333,2,14_ChJjSh,angeles,0.757484,0.937998,0.661
0.783333,3,07_Aa,angeles,0.772463,0.617997,0.86
0.8,2,14_ChJjSh,angeles,0.757484,0.270897,0.661
0.8,3,07_Aa,angeles,0.772463,0.794843,0.86
0.8,4,07_Aa,angeles,0.862337,0.0560062,0.86
0.816667,3,07_Aa,angeles,0.772463,0.439331,0.86
0.816667,4,07_Aa,angeles,0.862337,0.400654,0.86
0.833333,3,07_Aa,angeles,0.772463,0.0743679,0.86
0.833333,4,07_Aa,angeles,0.862337,0.775008,0.86
0.85,4,07_Aa,angeles,0.862337,0.86,0.86
0.866666,4,07_Aa,angeles,0.862337,0.86,0.86
0.883333,4,07_Aa,angeles,0.862337,0.859005,0.86
0.9,4,07_Aa,angeles,0.862337,0.828273,0.86
0.916666,4,07_Aa,angeles,0.862337,0.732952,0.86
0.933333,4,07_Aa,angeles,0.862337,0.576244,0.86
0.95,4,07_Aa,angeles,0.862337,0.387721,0.86
0.966666,4,07_Aa,angeles,0.862337,0.3612,0.86
0.983333,4,07_Aa,angeles,0.862337,0.0764582,0.86
1,4,07_Aa,angeles,0.862337,0.0113377,0.86
1,5,07_Aa,has,1.0251,0.248946,0.86
1.01667,5,07_Aa,has,1.0251,0.86,0.86
1.03333,5,07_Aa,has,1.0251,0.86,0.86
1.05,5,07_Aa,has,1.0251,0.852522,0.86
1.06667,5,07_Aa,has,1.0251,0.767077,0.86
1.08333,5,07_Aa,has,1.0251,0.575118,0.86
1.1,5,07_Aa,has,1.0251,0.331608,0.86
1.11667,5,07_Aa,has,1.0251,0.123319,0.86
1.11667,6,18_Uh,sunny,1.18457,0.00215502,0.68
1.13333,5,07_Aa,has,1.0251,0.0157239,0.86
1.13333,6,18_Uh,sunny,1.18457,0.168505,0.68
1.15,6,18_Uh,sunny,1.18457,0.515207,0.68
1.16667,6,18_Uh,sunny,1.18457,0.678136,0.68
1.18333,6,18_Uh,sunny,1.18457,0.68,0.68
1.2,6,18_Uh,sunny,1.18457,0.679898,0.68
1.2,7,03_Ee,sunny,1.26896,0.000610547,0.86
1.21667,6,18_Uh,sunny,1.18457,0.554849,0.68
1.21667,7,03_Ee,sunny,1.26896,0.179724,0.86
1.23333,6,18_Uh,sunny,1.18457,0.209048,0.68
1.23333,7,03_Ee,sunny,1.26896,0.620697,0.86
1.25,6,18_Uh,sunny,1.18457,0.00646152,0.68
1.25,7,03_Ee,sunny,1.26896,0.855143,0.86
1.26667,7,03_Ee,sunny,1.26896,0.86,0.86
1.28333,7,03_Ee,sunny,1.26896,0.859998,0.86
1.3,7,03_Ee,sunny,1.26896,0.761842,0.86
1.3,8,03_Ee,sunny,1.36541,0.0611253,0.86
1.31667,7,03_Ee,sunny,1.26896,0.40754,0.86
1.31667,8,03_Ee,sunny,1.36541,0.382175,0.86
1.33333,7,03_Ee,sunny,1.26896,0.07344,0.86
1.33333,8,03_Ee,sunny,1.36541,0.746184,0.86
1.35,8,03_Ee,sunny,1.36541,0.859918,0.86
1.36667,8,03_Ee,sunny,1.36541,0.86,0.86
1.36667,9,22_MBP,beaches,1.42569,0.000500117,1
1.38333,8,03_Ee,sunny,1.36541,0.365895,0.86
1.38333,9,22_MBP,beaches,1.42569,0.985,1
1.4,8,03_Ee,sunny,1.36541,0.17903,0.86
1.4,9,22_MBP,beaches,1.42569,1,1
1.41667,8,03_Ee,sunny,1.36541,0.00237045,0.86
1.41667,9,22_MBP,beaches,1.42569,1,1
1.43333,9,22_MBP,beaches,1.42569,1,1
1.45,9,22_MBP,beaches,1.42569,1,1
1.46667,9,22_MBP,beaches,1.42569,0.985,1
1.46667,10,03_Ee,beaches,1.48167,0.368095,0.86
1.48333,9,22_MBP,beaches,1.42569,0.281585,1
1.48333,10,03_Ee,beaches,1.48167,0.86,0.86
1.5,10,03_Ee,beaches,1.48167,0.8541,0.86
1.5,11,14_ChJjSh,beaches,1.55056,0.0690399,0.64
1.51667,10,03_Ee,beaches,1.48167,0.371263,0.86
1.51667,11,14_ChJjSh,beaches,1.55056,0.92,0.64
1.53333,10,03_Ee,beaches,1.48167,0.0338702,0.86
1.53333,11,14_ChJjSh,beaches,1.55056,0.94,0.64
1.55,11,14_ChJjSh,beaches,1.55056,0.94,0.64
1.55,12,03_Ee,beaches,1.57036,0.273615,0.86
1.56667,11,14_ChJjSh,beaches,1.55056,0.94,0.64
1.56667,12,03_Ee,beaches,1.57036,0.61748,0.86
1.58333,11,14_ChJjSh,beaches,1.55056,0.92,0.64
1.58333,12,03_Ee,beaches,1.57036,0.62264,0.86
1.58333,13,06_Eh,beaches,1.63237,0.0197618,0.74
1.6,11,14_ChJjSh,beaches,1.55056,0.0259163,0.64
1.6,12,03_Ee,beaches,1.57036,0.629208,0.86
1.6,13,06_Eh,beaches,1.63237,0.458295,0.74
1.61667,12,03_Ee,beaches,1.57036,0.0750298,0.86
1.61667,13,06_Eh,beaches,1.63237,0.739543,0.74
1.63333,13,06_Eh,beaches,1.63237,0.74,0.74
1.65,13,06_Eh,beaches,1.63237,0.739738,0.74
1.66667,13,06_Eh,beaches,1.63237,0.704355,0.74
1.68333,13,06_Eh,beaches,1.63237,0.577447,0.74
1.7,13,06_Eh,beaches,1.63237,0.379543,0.74
1.7,14,07_Aa,and,1.79231,0.0153701,0.86
1.71667,13,06_Eh,beaches,1.63237,0.178223,0.74
1.71667,14,07_Aa,and,1.79231,0.157903,0.86
1.73333,13,06_Eh,beaches,1.63237,0.0430841,0.74
1.73333,14,07_Aa,and,1.79231,0.430443,0.86
1.75,13,06_Eh,beaches,1.63237,0.000721995,0.74
1.75,14,07_Aa,and,1.79231,0.702757,0.86
1.76667,14,07_Aa,and,1.79231,0.84481,0.86
1.78333,14,07_Aa,and,1.79231,0.86,0.86
1.8,14,07_Aa,and,1.79231,0.86,0.86
1.81667,14,07_Aa,and,1.79231,0.851201,0.86
1.83333,14,07_Aa,and,1.79231,0.74386,0.86
1.83333,15,11_Oo,hollywood,1.93534,0.0282718,0.94
1.85,14,07_Aa,and,1.79231,0.511325,0.86
1.85,15,11_Oo,hollywood,1.93534,0.190199,0.94
1.86667,14,07_Aa,and,1.79231,0.242974,0.86
1.86667,15,11_Oo,hollywood,1.93534,0.469236,0.94
1.88333,14,07_Aa,and,1.79231,0.0552962,0.86
1.88333,15,11_Oo,hollywood,1.93534,0.748612,0.94
1.9,15,11_Oo,hollywood,1.93534,0.911299,0.94
1.91667,15,11_Oo,hollywood,1.93534,0.94,0.94
1.93333,15,11_Oo,hollywood,1.93534,0.94,0.94
1.95,15,11_Oo,hollywood,1.93534,0.94,0.94
1.96667,15,11_Oo,hollywood,1.93534,0.926789,0.94
1.98333,15,11_Oo,hollywood,1.93534,0.793352,0.94
2,15,11_Oo,hollywood,1.93534,0.522762,0.94
2.01667,15,11_Oo,hollywood,1.93534,0.227835,0.94
2.03333,15,11_Oo,hollywood,1.93534,0.0406082,0.94
2.03333,16,24_Tongue_Th,hollywood,2.07508,0.0264058,0.42
2.05,16,24_Tongue_Th,hollywood,2.07508,0.303001,0.42
2.06667,16,24_Tongue_Th,hollywood,2.07508,0.42,0.42
2.06667,17,11_Oo,hollywood,2.09974,0.391465,0.94
2.08333,16,24_Tongue_Th,hollywood,2.07508,0.42,0.42
2.08333,17,11_Oo,hollywood,2.09974,0.94,0.94
2.1,16,24_Tongue_Th,hollywood,2.07508,0.212137,0.42
2.1,17,11_Oo,hollywood,2.09974,0.94,0.94
2.11667,17,11_Oo,hollywood,2.09974,0.94,0.94
2.13333,17,11_Oo,hollywood,2.09974,0.918169,0.94
2.13333,18,11_Oo,hollywood,2.23974,0.00641526,0.94
2.15,17,11_Oo,hollywood,2.09974,0.763782,0.94
2.15,18,11_Oo,hollywood,2.23974,0.115367,0.94
2.16667,17,11_Oo,hollywood,2.09974,0.482499,0.94
2.16667,18,11_Oo,hollywood,2.23974,0.369523,0.94
2.18333,17,11_Oo,hollywood,2.09974,0.195462,0.94
2.18333,18,11_Oo,hollywood,2.23974,0.669684,0.94
2.2,17,11_Oo,hollywood,2.09974,0.0283253,0.94
2.2,18,11_Oo,hollywood,2.23974,0.880084,0.94
2.21667,18,11_Oo,hollywood,2.23974,0.939699,0.94
2.23333,18,11_Oo,hollywood,2.23974,0.94,0.94
2.25,18,11_Oo,hollywood,2.23974,0.94,0.94
2.26667,18,11_Oo,hollywood,2.23974,0.939812,0.94
2.28333,18,11_Oo,hollywood,2.23974,0.933305,0.94
2.3,18,11_Oo,hollywood,2.23974,0.910164,0.94
2.31667,18,11_Oo,hollywood,2.23974,0.864786,0.94
2.33333,18,11_Oo,hollywood,2.23974,0.795997,0.94
2.35,18,11_Oo,hollywood,2.23974,0.706184,0.94
2.36667,18,11_Oo,hollywood,2.23974,0.600438,0.94
2.38333,18,11_Oo,hollywood,2.23974,0.485692,0.94
2.4,18,11_Oo,hollywood,2.23974,0.3948,0.94
2.41667,18,11_Oo,hollywood,2.23974,0.3948,0.94
2.43333,18,11_Oo,hollywood,2.23974,0.3948,0.94
2.45,18,11_Oo,hollywood,2.23974,0.3948,0.94
2.46667,18,11_Oo,hollywood,2.23974,0.0397322,0.94
2.48333,18,11_Oo,hollywood,2.23974,0.0109627,0.94
2.5,18,11_Oo,hollywood,2.23974,0.000817678,0.94
2.51666,19,07_Aa,glamour,2.53237,0.853648,0.86
2.53333,19,07_Aa,glamour,2.53237,0.86,0.86
2.53333,20,22_MBP,glamour,2.57875,0.613259,1
2.55,19,07_Aa,glamour,2.53237,0.356617,0.86
2.55,20,22_MBP,glamour,2.57875,1,1
2.56666,19,07_Aa,glamour,2.53237,0.0886211,0.86
2.56666,20,22_MBP,glamour,2.57875,1,1
2.58333,20,22_MBP,glamour,2.57875,1,1
2.58333,21,09_Oh,glamour,2.60471,0.100438,0.82
2.6,20,22_MBP,glamour,2.57875,1,1
2.6,21,09_Oh,glamour,2.60471,0.3444,0.82
2.61666,20,22_MBP,glamour,2.57875,0.985,1
2.61666,21,09_Oh,glamour,2.60471,0.351534,0.82
2.63333,20,22_MBP,glamour,2.57875,0.181798,1
2.63333,21,09_Oh,glamour,2.60471,0.716432,0.82
2.63333,22,06_Eh,enjoy,2.68419,0.138909,0.74
2.65,21,09_Oh,glamour,2.60471,0.290699,0.82
2.65,22,06_Eh,enjoy,2.68419,0.538065,0.74
2.66666,21,09_Oh,glamour,2.60471,0.00984501,0.82
2.66666,22,06_Eh,enjoy,2.68419,0.738145,0.74
2.68333,22,06_Eh,enjoy,2.68419,0.74,0.74
2.7,22,06_Eh,enjoy,2.68419,0.739933,0.74
2.71666,22,06_Eh,enjoy,2.68419,0.688047,0.74
2.71666,23,03_Ee,enjoy,2.81049,0.00271121,0.86
2.73333,22,06_Eh,enjoy,2.68419,0.493246,0.74
2.73333,23,03_Ee,enjoy,2.81049,0.102804,0.86
2.75,22,06_Eh,enjoy,2.68419,0.230753,0.74
2.75,23,03_Ee,enjoy,2.81049,0.363683,0.86
2.76666,22,06_Eh,enjoy,2.68419,0.0444016,0.74
2.76666,23,03_Ee,enjoy,2.81049,0.661406,0.86
2.78333,23,03_Ee,enjoy,2.81049,0.835749,0.86
2.8,23,03_Ee,enjoy,2.81049,0.86,0.86
2.81666,23,03_Ee,enjoy,2.81049,0.86,0.86
2.83333,23,03_Ee,enjoy,2.81049,0.859823,0.86
2.85,23,03_Ee,enjoy,2.81049,0.856088,0.86
2.86666,23,03_Ee,enjoy,2.81049,0.843758,0.86
2.88333,23,03_Ee,enjoy,2.81049,0.819619,0.86
2.9,23,03_Ee,enjoy,2.81049,0.782165,0.86
2.91666,23,03_Ee,enjoy,2.81049,0.731359,0.86
2.93333,23,03_Ee,enjoy,2.81049,0.668387,0.86
2.95,23,03_Ee,enjoy,2.81049,0.595413,0.86
2.96666,23,03_Ee,enjoy,2.81049,0.515339,0.86
2.98333,23,03_Ee,enjoy,2.81049,0.431556,0.86
3,23,03_Ee,enjoy,2.81049,0.3612,0.86
3.01666,23,03_Ee,enjoy,2.81049,0.3612,0.86
3.03333,23,03_Ee,enjoy,2.81049,0.3612,0.86
3.05,23,03_Ee,enjoy,2.81049,0.3612,0.86
3.06666,23,03_Ee,enjoy,2.81049,0.3612,0.86
3.08333,23,03_Ee,enjoy,2.81049,0.0415213,0.86
3.1,23,03_Ee,enjoy,2.81049,0.0169074,0.86
3.11666,23,03_Ee,enjoy,2.81049,0.0041882,0.86
3.15,24,10_Or,your,3.1806,0.315976,0.36
3.16666,24,10_Or,your,3.1806,0.94,0.36
3.18333,24,10_Or,your,3.1806,0.94,0.36
3.2,24,10_Or,your,3.1806,0.94,0.36
3.21666,24,10_Or,your,3.1806,0.93656,0.36
3.23333,24,10_Or,your,3.1806,0.914328,0.36
3.25,24,10_Or,your,3.1806,0.862745,0.36
3.26666,24,10_Or,your,3.1806,0.779599,0.36
3.28333,24,10_Or,your,3.1806,0.669174,0.36
3.3,24,10_Or,your,3.1806,0.540403,0.36
3.31666,24,10_Or,your,3.1806,0.405028,0.36
3.33333,24,10_Or,your,3.1806,0.3948,0.36
3.35,24,10_Or,your,3.1806,0.3948,0.36
3.36666,24,10_Or,your,3.1806,0.0800147,0.36
3.38333,24,10_Or,your,3.1806,0.027149,0.36
3.4,24,10_Or,your,3.1806,0.00260205,0.36
3.4,25,20_FV,visit,3.43191,0.965,1
3.41666,25,20_FV,visit,3.43191,1,1
3.43333,25,20_FV,visit,3.43191,1,1
3.45,25,20_FV,visit,3.43191,1,1
3.46666,25,20_FV,visit,3.43191,0.993413,1
3.48333,25,20_FV,visit,3.43191,0.814516,1
3.48333,26,04_Ih,visit,3.54428,0.0201835,0.68
3.5,25,20_FV,visit,3.43191,0.42226,1
3.5,26,04_Ih,visit,3.54428,0.268506,0.68
3.51666,25,20_FV,visit,3.43191,0.086521,1
3.51666,26,04_Ih,visit,3.54428,0.595142,0.68
3.53333,26,04_Ih,visit,3.54428,0.68,0.68
3.55,26,04_Ih,visit,3.54428,0.68,0.68
3.56666,26,04_Ih,visit,3.54428,0.666981,0.68
3.58333,26,04_Ih,visit,3.54428,0.523416,0.68
3.6,26,04_Ih,visit,3.54428,0.263604,0.68
3.61666,26,04_Ih,visit,3.54428,0.0541769,0.68
3.61666,27,04_Ih,visit,3.68295,0.000655207,0.275955
3.63333,27,04_Ih,visit,3.68295,0.0654704,0.275955
3.65,27,04_Ih,visit,3.68295,0.206143,0.275955
3.66666,27,04_Ih,visit,3.68295,0.274959,0.275955
3.68333,27,04_Ih,visit,3.68295,0.275955,0.275955
3.7,27,04_Ih,visit,3.68295,0.275279,0.275955
3.71666,27,04_Ih,visit,3.68295,0.238526,0.275955
3.73333,27,04_Ih,visit,3.68295,0.142108,0.275955
3.75,27,04_Ih,visit,3.68295,0.0429477,0.275955
