word_index,word,start,end,speech_region_index,sentence_index
0,we,0.500000,0.650000,0,-1
1,heard,0.650000,0.940000,0,-1
2,thunder,0.940000,1.410000,0,-1
3,heavy,1.580000,1.900000,1,-1
4,rain,1.900000,2.380000,1,-1
5,rushing,2.630000,3.080000,2,-1
6,water,3.080000,3.530000,2,-1
7,snapping,3.680000,4.260000,3,-1
8,branches,4.260000,4.800000,3,-1
9,barking,4.800000,5.340000,3,-1
10,dogs,5.340000,5.800000,3,-1
11,and,5.990000,6.110000,4,-1
12,a,6.110000,6.160000,4,-1
13,distant,6.160000,6.640000,4,-1
14,alarm,6.640000,7.140000,4,-1
