start,end,pose,phone,word,confidence,word_index,speech_region_index,sentence_index,source_phone,source_phone_index,alignment_reason
0.450000,0.540000,N,N,north,1.0,0,0,-1,N,0,mfa_textgrid_phone
0.540000,0.640000,AO1,AO1,north,1.0,0,0,-1,AO1,1,mfa_textgrid_phone
0.640000,0.720000,R,R,north,1.0,0,0,-1,R,2,mfa_textgrid_phone
0.720000,0.880000,TH,TH,north,1.0,0,0,-1,TH,3,mfa_textgrid_phone
0.880000,1.020000,S,S,south,1.0,1,0,-1,S,0,mfa_textgrid_phone
1.020000,1.230000,AW1,AW1,south,1.0,1,0,-1,AW1,1,mfa_textgrid_phone
1.230000,1.340000,TH,TH,south,1.0,1,0,-1,TH,2,mfa_textgrid_phone
1.400000,1.590000,IY1,IY1,east,1.0,2,0,-1,IY1,0,mfa_textgrid_phone
1.590000,1.660000,S,S,east,1.0,2,0,-1,S,1,mfa_textgrid_phone
1.660000,1.720000,T,T,east,1.0,2,0,-1,T,2,mfa_textgrid_phone
1.720000,1.800000,AH0,AH0,and,1.0,3,0,-1,AH0,0,mfa_textgrid_phone
1.800000,1.830000,N,N,and,1.0,3,0,-1,N,1,mfa_textgrid_phone
1.830000,1.900000,D,D,and,1.0,3,0,-1,D,2,mfa_textgrid_phone
1.900000,1.960000,W,W,west,1.0,4,0,-1,W,0,mfa_textgrid_phone
1.960000,2.080000,EH1,EH1,west,1.0,4,0,-1,EH1,1,mfa_textgrid_phone
2.080000,2.160000,S,S,west,1.0,4,0,-1,S,2,mfa_textgrid_phone
2.160000,2.220000,T,T,west,1.0,4,0,-1,T,3,mfa_textgrid_phone
2.260000,2.310000,AA1,AA1,are,1.0,5,0,-1,AA1,0,mfa_textgrid_phone
2.310000,2.350000,R,R,are,1.0,5,0,-1,R,1,mfa_textgrid_phone
2.350000,2.450000,M,M,marked,1.0,6,0,-1,M,0,mfa_textgrid_phone
2.450000,2.480000,AA1,AA1,marked,1.0,6,0,-1,AA1,1,mfa_textgrid_phone
2.480000,2.570000,R,R,marked,1.0,6,0,-1,R,2,mfa_textgrid_phone
2.570000,2.620000,K,K,marked,1.0,6,0,-1,K,3,mfa_textgrid_phone
2.620000,2.670000,T,T,marked,1.0,6,0,-1,T,4,mfa_textgrid_phone
2.670000,2.720000,AA1,AA1,on,1.0,7,0,-1,AA1,0,mfa_textgrid_phone
2.720000,2.750000,N,N,on,1.0,7,0,-1,N,1,mfa_textgrid_phone
2.750000,2.790000,DH,DH,the,1.0,8,0,-1,DH,0,mfa_textgrid_phone
2.790000,2.830000,AH1,AH1,the,1.0,8,0,-1,AH1,1,mfa_textgrid_phone
2.830000,2.960000,F,F,floor,1.0,9,0,-1,F,0,mfa_textgrid_phone
2.960000,3.000000,L,L,floor,1.0,9,0,-1,L,1,mfa_textgrid_phone
3.000000,3.100000,AO1,AO1,floor,1.0,9,0,-1,AO1,2,mfa_textgrid_phone
3.100000,3.230000,R,R,floor,1.0,9,0,-1,R,3,mfa_textgrid_phone
