word_index,word,next_word_index,next_word,mark,mark_sequence,pause_class,split_applied,split_reason,direct_word_gap_seconds,phone_gap_seconds,wave_silence_seconds,acoustic_gap_seconds,speech_region_index_before,speech_region_index_after
0,i'm,1,partial,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
1,partial,2,to,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
2,to,3,the,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
3,the,4,turkey,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
4,turkey,5,myself,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
5,myself,6,but,.,.,region_break,1,hard_punctuation_with_lull,0.400000,0.400000,0.400000,0.400000,0,1
6,but,7,the,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
7,the,8,veggie,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
8,veggie,9,is,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
9,is,10,always,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
10,always,11,a,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
11,a,12,hit,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
