ArrayIndex,EventIndex,PoseID,SourceWord,WordIndex,PhraseIndex,TextCenterSec,CommittedPlaybackCenterSec,RenderStartSec,RenderEndSec,Strength,CommitLeadSec,CommitHorizonSec,EffectiveSegmentScale
0,0,12_Ww-Oo-,we've,0,0,0.0326408,0.137919,0.1,0.175838,1,0.0579188,0.09,1.1617
1,1,06_Eh,we've,0,0,0.126211,0.24662,0.180894,0.312346,0.74,0.0866195,0.09,1.1617
2,2,20_FV,we've,0,0,0.152324,0.276955,0.24662,0.30729,1,0.0769546,0.09,1.1617
3,3,07_Aa,got,1,0,0.305344,0.454718,0.411036,0.498401,0.86,0.0547182,0.09,1.1617
4,4,07_Aa,sandwiches,2,0,0.444785,0.616708,0.557554,0.675861,0.86,0.0567076,0.09,1.1617
5,5,07_Aa,sandwiches,2,0,0.601461,0.756707,0.669208,0.844207,0.86,0.0767075,0.09,1.1617
6,6,14_ChJjSh,sandwiches,2,0,0.632797,0.83512,0.780517,0.889723,0.661,0.0751199,0.09,1.1617
7,7,06_Eh,sandwiches,2,0,0.707218,0.921575,0.848771,0.994379,0.74,0.081575,0.09,1.1617
8,8,20_FV,for,3,0,0.784772,1.01167,0.98417,1.03917,1,0.05167,0.09,1.1617
9,9,10_Or,for,3,0,0.856843,1.09539,1.06445,1.12634,0.22,0.0553949,0.09,1.1617
10,10,20_FV,five,4,0,0.94876,1.20217,1.17184,1.23251,1,0.0821743,0.09,1.1617
11,11,06_Eh,five,4,0,1.04886,1.31846,1.25273,1.38418,0.74,0.0784589,0.09,1.1617
12,12,09_Oh,dollars,5,0,1.2018,1.49614,1.44942,1.54285,0.82,0.056136,0.09,1.1617
13,13,07_Aa,dollars,5,0,1.30685,1.61817,1.53141,1.70493,0.86,0.0581697,0.09,1.1617
14,14,07_Aa,and,6,0,1.51836,1.86388,1.83294,1.89483,0.86,0.0638843,0.09,1.1617
15,15,14_ChJjSh,chips,7,0,1.61028,1.97066,1.94033,2.001,0.703669,0.0506639,0.09,1.1617
16,16,04_Ih,chips,7,0,1.71038,2.08695,2.02122,2.15267,0.22,0.0869483,0.09,1.1617
17,17,22_MBP,chips,7,0,1.73649,2.11728,2.08695,2.14762,1,0.0772831,0.09,1.1617
18,18,20_FV,for,8,0,1.82057,2.21496,2.18746,2.24246,1,0.0549619,0.09,1.1617
19,19,10_Or,for,8,0,1.89264,2.29869,2.26774,2.32963,0.221831,0.0586872,0.09,1.1617
20,20,11_Oo,two,9,0,2.09336,2.63941,2.58794,2.69087,1,0.0885358,0.09,1.24476
21,21,12_Ww-Oo-,what'll,10,1,2.6262,2.76611,2.73076,2.80145,1,0.0861082,0.09,1.01519
22,22,07_Aa,what'll,10,1,2.72195,2.87593,2.81823,2.93363,0.86,0.0759289,0.09,1.01983
23,23,04_Ih,it,11,1,2.90421,3.19819,3.17066,3.22573,0.243425,0.0843453,0.09,1.03374
24,24,22_MBP,be,12,1,2.99178,3.42576,3.39818,3.45333,1,0.0706637,0.09,1.05599
25,25,06_Eh,be,12,1,3.09623,3.56576,3.50538,3.62613,0.74,0.0857608,0.09,1.06712
