word_index,word,next_word_index,next_word,mark,mark_sequence,pause_class,split_applied,split_reason,direct_word_gap_seconds,phone_gap_seconds,wave_silence_seconds,acoustic_gap_seconds,speech_region_index_before,speech_region_index_after
0,not,1,that,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
1,that,2,i,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
2,i,3,know,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
3,know,4,of,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
4,of,5,she's,.,.,region_break,1,hard_punctuation_with_lull,0.530000,0.530000,0.530000,0.530000,0,1
5,she's,6,pretty,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
6,pretty,7,busy,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
7,busy,8,with,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
8,with,9,work,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
9,work,10,and,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
10,and,11,all,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
