ArrayIndex,EventIndex,PoseID,SourceWord,WordIndex,PhraseIndex,TextCenterSec,CommittedPlaybackCenterSec,RenderStartSec,RenderEndSec,Strength,CommitLeadSec,CommitHorizonSec,EffectiveSegmentScale
0,0,18_Uh,russia,0,0,0.060555,0.393911,0.36,0.427822,0.68,0.113911,0.15,1
1,1,07_Aa,russia,0,0,0.140488,0.473843,0.410866,0.536821,0.86,0.113844,0.15,1
2,2,07_Aa,russia,0,0,0.20185,0.535206,0.496451,0.573961,0.86,0.135206,0.15,1
3,3,07_Aa,has,1,0,0.31885,0.652206,0.624706,0.679706,0.86,0.132206,0.15,1
4,4,24_Tongue_Th,the,2,0,0.394158,0.727514,0.700014,0.755014,0.42,0.127514,0.15,1
5,5,06_Eh,the,2,0,0.456255,0.789611,0.762111,0.81711,0.74,0.149611,0.15,1
6,6,12_Ww-Oo-,world's,3,0,0.53215,0.865506,0.836146,0.894866,1,0.145506,0.15,1
7,7,09_Oh,world's,3,0,0.61289,0.946246,0.898536,0.993956,0.82,0.146246,0.15,1
8,8,07_Aa,largest,4,0,0.741865,1.07522,1.04131,1.10913,0.86,0.11522,0.15,1
9,9,07_Aa,largest,4,0,0.830448,1.1638,1.10083,1.22678,0.86,0.123804,0.15,1
10,10,20_FV,forest,5,0,0.961247,1.2946,1.26554,1.32367,1,0.134603,0.15,1
11,11,10_Or,forest,5,0,0.992736,1.32609,1.29218,1.36,0.68,0.126091,0.15,1
12,12,06_Eh,forest,5,0,1.07267,1.42321,1.35919,1.48722,0.74,0.143206,0.15,1.01643
13,13,07_Aa,area,6,0,1.20468,1.69522,1.65258,1.73785,0.86,0.129162,0.15,1.25715
14,14,03_Ee,area,6,0,1.31489,1.83522,1.75169,1.91874,0.86,0.115216,0.15,1.32634
