index,pose,word,word_index,phrase_index,sentence_index,text_center_norm,strength,source_phone,source_phone_index,generator
0,03_Ee,riga's,0,0,0,0.040909,0.920000,IY,1,cmu_front_vowel
1,09_Oh,old,1,0,0,0.151515,0.920000,OW,0,cmu_oh_vowel
2,07_Aa,town,2,0,0,0.272727,0.920000,AW,1,cmu_open_vowel
3,05_Ay,is,3,0,0,0.340909,0.940000,AY,0,cmu_ay
4,22_MBP,beautiful,4,0,0,0.423295,1.000000,B,0,cmu_bilabial
5,11_Oo,beautiful,4,0,0,0.480114,0.920000,UW,2,cmu_oo_vowel
6,20_FV,beautiful,4,0,0,0.565341,0.960000,F,5,cmu_fv
7,12_Ww-Oo-,want,5,1,1,0.647727,0.880000,W,0,cmu_w
8,07_Aa,want,5,1,1,0.670455,0.920000,AA,1,cmu_open_vowel
9,07_Aa,a,6,1,1,0.772727,0.500000,AH,0,cmu_open_vowel
10,07_Aa,sandwich,7,1,1,0.857143,0.920000,AE,1,cmu_open_vowel
11,12_Ww-Oo-,sandwich,7,1,1,0.935065,0.880000,W,4,cmu_w
12,14_ChJjSh,sandwich,7,1,1,0.986234,0.820000,CH,6,cmu_affricate_sibilant
