word_index,word,next_word_index,next_word,mark,mark_sequence,pause_class,split_applied,split_reason,direct_word_gap_seconds,phone_gap_seconds,wave_silence_seconds,acoustic_gap_seconds,speech_region_index_before,speech_region_index_after
0,her,1,bag,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
1,bag,2,held,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
2,held,3,a,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
3,a,4,book,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
4,book,5,a,",",",",soft_pause,0,none,0.090000,0.090000,0.090000,0.090000,0,0
5,a,6,map,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
6,map,7,and,",",",",soft_pause,0,none,0.060000,0.060000,0.060000,0.060000,0,0
7,and,8,two,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
8,two,9,small,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
9,small,10,coins,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
