EventIndex,PoseID,Viseme,SourceWord,WordIndex,PhraseIndex,StartNorm,EndNorm,TextCenterSec,Strength,Generator
0,12_Ww-Oo-,WUH,we've,0,0,0,0.0231125,0.0548566,1,SimpleBudgetV1
1,06_Eh,EEE,we've,0,0,0.0246533,0.0647149,0.212112,0.74,SimpleBudgetV1
2,20_FV,FVS,we've,0,0,0.0446841,0.0631741,0.255997,1,SimpleBudgetV1
3,07_Aa,AAA,got,1,0,0.094792,0.121418,0.513165,0.86,SimpleBudgetV1
4,20_FV,FVS,fresh,2,0,0.132512,0.151002,0.672907,1,SimpleBudgetV1
5,06_Eh,EEE,fresh,2,0,0.157165,0.197226,0.841134,0.74,SimpleBudgetV1
6,14_ChJjSh,FVS,fresh,2,0,0.178737,0.197226,0.892334,0.714589,SimpleBudgetV1
7,07_Aa,AAA,tomatoes,3,0,0.216487,0.252542,1.11322,0.86,SimpleBudgetV1
8,22_MBP,MBP,tomatoes,3,0,0.236248,0.26953,1.20044,1,SimpleBudgetV1
9,14_ChJjSh,FVS,tomatoes,3,0,0.269183,0.299692,1.3502,0.661,SimpleBudgetV1
10,07_Aa,AAA,tomatoes,3,0,0.253929,0.32604,1.37653,0.86,SimpleBudgetV1
11,06_Eh,EEE,tomatoes,3,0,0.291371,0.335747,1.48844,0.74,SimpleBudgetV1
12,06_Eh,EEE,cucumbers,4,1,0.397535,0.43359,1.97264,0.74,SimpleBudgetV1
13,22_MBP,MBP,cucumbers,4,1,0.443297,0.476579,2.18329,1,SimpleBudgetV1
14,14_ChJjSh,FVS,cucumbers,4,1,0.450231,0.48074,2.20962,0.682,SimpleBudgetV1
15,06_Eh,EEE,cucumbers,4,1,0.434977,0.507088,2.23595,0.74,SimpleBudgetV1
16,07_Aa,AAA,and,5,2,0.594391,0.613251,2.86629,0.86,SimpleBudgetV1
17,06_Eh,EEE,lettuce,6,2,0.634673,0.663148,3.08033,0.84,SimpleBudgetV1
18,06_Eh,EEE,lettuce,6,2,0.659661,0.712542,3.25687,0.74,SimpleBudgetV1
19,20_FV,FVS,for,7,2,0.728814,0.742126,3.49122,1,SimpleBudgetV1
20,10_Or,OOO,for,7,2,0.751556,0.770416,3.61234,0.36,SimpleBudgetV1
21,10_Or,OOO,your,8,2,0.806626,0.854391,3.94236,0.75,SimpleBudgetV1
22,07_Aa,AAA,sandwiches,9,2,0.868259,0.904314,4.20713,0.94,SimpleBudgetV1
23,07_Aa,AAA,sandwiches,9,2,0.905701,0.977812,4.47045,0.86,SimpleBudgetV1
24,14_ChJjSh,FVS,sandwiches,9,2,0.93621,0.969491,4.52311,0.694895,SimpleBudgetV1
25,06_Eh,EEE,sandwiches,9,2,0.957011,1,4.64489,0.836164,SimpleBudgetV1
